POID,OrderDateKey,OrderDate,SupplierID,ProductID,Status,ApprovalStatus,Currency,IncoTerms,PortOfLoading,OrderedQty,ReceivedQty,receipt_rate,UnitCost_USD,TotalCost_USD,FreightCost_USD,ExchangeRate,ExpectedDeliveryDate,ActualDeliveryDate,expected_lead_time_days,actual_lead_time_days,is_late_delivery,_gold_built_at
PO000588,20220814,2022-08-14,SUP0001,PRD0004,Fully Received,Pending,JPY,EXW,Vancouver,347.0,347.0,1.0,1519.59,,1202.42,1.0,2022-11-05,2022-11-12,83.0,90.0,1.0,2026-06-24 00:14:59.277238
PO000589,20230720,2023-07-20,SUP0018,PRD0038,Fully Received,Approved,CAD,FCA,Santos,448.0,448.0,1.0,1163.47,521234.56,3278.43,1.0606,2023-09-15,2023-10-08,57.0,80.0,1.0,2026-06-24 00:14:59.277238
PO000591,20220808,2022-08-08,SUP0031,PRD0026,Fully Received,Approved,NOK,FOB,Port Of Ny,3368.0,3368.0,1.0,52.02,175203.36,,1.0,2022-08-29,2022-09-21,21.0,44.0,1.0,2026-06-24 00:14:59.277238
PO000592,20241007,2024-10-07,SUP0033,PRD0008,Fully Received,Approved,JPY,EXW,Hamburg,4767.0,,,,2032553.46,21964.34,1.0,2024-12-07,2025-01-05,61.0,90.0,1.0,2026-06-24 00:14:59.277238
PO000593,,,SUP0034,PRD0022,Fully Received,Approved,CAD,DDP,Vancouver,1697.0,1697.0,1.0,,1491883.61,9478.88,1.0,2022-08-02,2022-08-26,,,1.0,2026-06-24 00:14:59.277238
PO000594,20220701,2022-07-01,SUP0019,PRD0008,Fully Received,Approved,BRL,FOB,Rotterdam,2708.0,2708.0,1.0,622.06,1684538.48,8428.53,1.0989,2022-08-09,2022-08-28,39.0,58.0,1.0,2026-06-24 00:14:59.277238
PO000595,20230502,2023-05-02,SUP0003,PRD0006,Open,Approved,BRL,CIF,<Na>,2989.0,0.0,0.0,2180.93,,2535.65,0.7974,2023-07-29,,88.0,,,2026-06-24 00:14:59.277238
PO000596,20241022,2024-10-22,SUP0001,PRD0024,Fully Received,Approved,JPY,EXW,Rotterdam,728.0,728.0,1.0,2175.02,,1069.93,1.0,2025-01-01,2024-12-29,71.0,68.0,0.0,2026-06-24 00:14:59.277238
PO000597,20240703,2024-07-03,SUP0023,PRD0032,Partially Received,Approved,EUR,DDP,Yokohama,4189.0,2920.0,0.6971,2768.46,11597078.94,17049.24,0.9071,2024-07-27,2024-07-27,24.0,24.0,0.0,2026-06-24 00:14:59.277238
PO000598,20221007,2022-10-07,SUP0020,PRD0004,Fully Received,Pending,CAD,FCA,Rotterdam,4438.0,,,698.41,3099543.58,10044.46,0.8179,2022-11-30,2022-12-23,54.0,77.0,1.0,2026-06-24 00:14:59.277238
PO000599,20221029,2022-10-29,SUP0015,PRD0040,Fully Received,Approved,JPY,DAP,Santos,3707.0,3707.0,1.0,297.74,1103722.18,27336.07,0.8132,2022-12-09,2022-12-15,41.0,47.0,1.0,2026-06-24 00:14:59.277238
PO000600,20241222,2024-12-22,SUP0018,PRD0029,Fully Received,Pending,CAD,CIF,Hamburg,3780.0,3780.0,1.0,805.05,,23102.9,1.0,,2025-04-11,,110.0,0.0,2026-06-24 00:14:59.277238
PO000601,20230120,2023-01-20,SUP0034,PRD0027,On Hold,Approved,JPY,CIF,Hamburg,727.0,,,1083.34,787588.18,2092.38,0.9359,2023-03-28,,67.0,,,2026-06-24 00:14:59.277238
PO000602,20240725,2024-07-25,SUP0032,PRD0039,Fully Received,Approved,JPY,EXW,Vancouver,963.0,963.0,1.0,,702469.98,2489.5,1.0,2024-09-16,2024-10-07,53.0,74.0,1.0,2026-06-24 00:14:59.277238
PO000603,20231015,2023-10-15,SUP0036,PRD0029,Partially Received,Approved,SEK,FOB,Hamburg,298.0,242.0,0.8121,2535.74,755650.52,,0.7997,2023-11-21,2023-11-30,37.0,46.0,1.0,2026-06-24 00:14:59.277238
PO000604,20240313,2024-03-13,SUP0037,PRD0019,Open,Approved,,CIF,Santos,1313.0,0.0,0.0,2451.37,3218648.81,7437.57,1.0346,2024-05-12,,60.0,,,2026-06-24 00:14:59.277238
PO000605,20220414,2022-04-14,SUP0030,PRD0028,Fully Received,Approved,CAD,,Port Of Ny,4492.0,4492.0,1.0,,,3338.26,1.0,2022-04-30,2022-05-10,16.0,26.0,1.0,2026-06-24 00:14:59.277238
PO000606,20220621,2022-06-21,SUP0026,PRD0012,Cancelled,Approved,SEK,EXW,Shanghai,4923.0,0.0,0.0,487.44,2399667.12,30581.75,1.0,2022-07-22,,31.0,,,2026-06-24 00:14:59.277238
PO000607,20230702,2023-07-02,SUP0026,PRD0035,Fully Received,Approved,CAD,FOB,Vancouver,780.0,780.0,1.0,2661.73,2076149.4,2758.64,,2023-09-10,2023-10-01,70.0,91.0,1.0,2026-06-24 00:14:59.277238
PO000608,20230726,2023-07-26,SUP0033,PRD0016,Fully Received,Approved,CAD,EXW,Shanghai,1602.0,1602.0,1.0,1936.04,3101536.08,2539.91,1.0,2023-08-03,2023-07-20,8.0,-6.0,0.0,2026-06-24 00:14:59.277238
PO000609,20221017,2022-10-17,SUP0035,PRD0010,Fully Received,Approved,JPY,DDP,Port Of Ny,752.0,,,573.86,431542.72,2003.8,1.3323,2022-11-30,2022-12-28,44.0,72.0,1.0,2026-06-24 00:14:59.277238
PO000610,20240220,2024-02-20,SUP0023,PRD0001,Cancelled,Approved,CAD,EXW,Rotterdam,4476.0,0.0,0.0,1443.44,6460837.44,13556.06,1.0,2024-03-10,,19.0,,,2026-06-24 00:14:59.277238
PO000611,,,SUP0031,PRD0017,Partially Received,Approved,SEK,FOB,<Na>,330.0,140.0,0.4242,589.61,194571.3,831.28,1.0,2024-09-06,2024-09-03,,,0.0,2026-06-24 00:14:59.277238
PO000612,20221106,2022-11-06,SUP0022,PRD0021,Fully Received,Pending,EUR,FCA,Hamburg,4316.0,4316.0,1.0,,11852685.52,25120.72,1.0,2023-01-05,2023-01-18,60.0,73.0,1.0,2026-06-24 00:14:59.277238
PO000613,20241009,2024-10-09,SUP0022,PRD0015,Fully Received,Approved,CAD,EXW,Rotterdam,3620.0,3620.0,1.0,1502.41,5438724.2,,1.1773,2024-05-11,2024-12-02,-151.0,54.0,1.0,2026-06-24 00:14:59.277238
PO000614,20240624,2024-06-24,SUP0023,PRD0011,Open,Approved,NOK,FOB,<Na>,369.0,0.0,0.0,852.1,314424.9,2217.74,1.0,2024-09-21,,89.0,,,2026-06-24 00:14:59.277238
PO000615,20231008,2023-10-08,SUP0017,PRD0039,Fully Received,Approved,USD,CIF,Rotterdam,3505.0,3505.0,1.0,2634.9,9235324.5,23512.23,1.0,2023-10-28,2023-10-24,20.0,16.0,0.0,2026-06-24 00:14:59.277238
PO000616,20240326,2024-03-26,SUP0031,PRD0010,Partially Received,Approved,CAD,CIF,Hamburg,991.0,617.0,0.6226,1431.2,1418319.2,574.79,1.1234,2024-06-13,2024-06-08,79.0,74.0,0.0,2026-06-24 00:14:59.277238
PO000617,20230430,2023-04-30,SUP0023,PRD0034,Partially Received,Approved,SEK,FCA,Yokohama,3665.0,697.0,0.1902,2395.95,8781156.75,18194.54,1.0,2023-07-06,2023-07-19,67.0,80.0,1.0,2026-06-24 00:14:59.277238
PO000618,20220324,2022-03-24,SUP0003,PRD0013,Open,Approved,JPY,FOB,Santos,3107.0,0.0,0.0,1785.02,5546057.14,13512.22,1.2436,2022-05-10,,47.0,,,2026-06-24 00:14:59.277238
PO000619,20240610,2024-06-10,SUP0030,PRD0020,Fully Received,Approved,USD,EXW,Shanghai,3528.0,3528.0,1.0,293.31,1034797.68,15305.13,1.0,2024-07-22,2024-08-12,42.0,63.0,1.0,2026-06-24 00:14:59.277238
PO000620,20241222,2024-12-22,SUP0023,PRD0006,Fully Received,Approved,USD,EXW,<Na>,1439.0,1439.0,1.0,1992.94,,7846.8,0.9375,2025-03-04,2025-03-08,72.0,76.0,1.0,2026-06-24 00:14:59.277238
PO000622,20221101,2022-11-01,SUP0030,PRD0012,Fully Received,Approved,NOK,FOB,<Na>,-4356.0,-4356.0,,1456.28,6343555.68,33238.4,0.9716,2022-12-18,2022-12-14,47.0,43.0,0.0,2026-06-24 00:14:59.277238
PO000623,20240315,2024-03-15,SUP0029,PRD0019,Partially Received,Pending,SEK,DAP,Shanghai,1652.0,281.0,0.1701,176.28,291214.56,7230.87,1.0,2024-05-28,2024-06-11,74.0,88.0,1.0,2026-06-24 00:14:59.277238
PO000624,20230304,2023-03-04,SUP0031,PRD0036,Fully Received,Approved,EUR,EXW,Vancouver,4251.0,4251.0,1.0,1932.37,8214504.87,31350.45,1.3395,2023-04-10,2023-04-13,37.0,40.0,1.0,2026-06-24 00:14:59.277238
PO000625,,,SUP0001,PRD0034,Open,Approved,CAD,FOB,Yokohama,3384.0,0.0,0.0,2206.64,7467269.76,6912.54,1.0,2025-01-14,,,,,2026-06-24 00:14:59.277238
PO000626,20241002,2024-10-02,SUP0009,PRD0009,Cancelled,Approved,,DDP,Port Of La,3343.0,0.0,0.0,1901.77,6357617.11,,0.8859,2024-12-10,,69.0,,,2026-06-24 00:14:59.277238
PO000627,20220621,2022-06-21,SUP0009,PRD0029,Fully Received,Approved,CAD,DDP,Port Of Ny,3730.0,3730.0,1.0,2073.15,7732849.5,25646.53,1.0,2022-07-14,2022-07-28,23.0,37.0,1.0,2026-06-24 00:14:59.277238
PO000628,20240325,2024-03-25,SUP0028,PRD0037,Fully Received,Approved,JPY,EXW,Hamburg,2670.0,2670.0,1.0,1625.55,4340218.5,2244.41,1.0,2024-04-17,2024-04-13,23.0,19.0,0.0,2026-06-24 00:14:59.277238
PO000629,20240506,2024-05-06,SUP0025,PRD0006,Partially Received,Approved,SEK,EXW,<Na>,2333.0,1873.0,0.8028,1530.79,3571333.07,6862.87,0.8005,2024-07-08,2024-07-22,63.0,77.0,1.0,2026-06-24 00:14:59.277238
PO000630,20231109,2023-11-09,SUP0008,PRD0015,Cancelled,Approved,NOK,FOB,Yokohama,853.0,0.0,0.0,1259.21,1074106.13,1953.98,1.0,2023-11-21,,12.0,,,2026-06-24 00:14:59.277238
PO000631,20240806,2024-08-06,SUP0037,PRD0015,Fully Received,Pending,SEK,DAP,Rotterdam,1618.0,1618.0,1.0,914.16,,,1.2311,2024-10-04,2024-07-30,59.0,-7.0,0.0,2026-06-24 00:14:59.277238
PO000632,20230304,2023-03-04,SUP0005,PRD0016,Open,Approved,BRL,FOB,Hamburg,3225.0,,,,4702082.25,4176.36,1.0198,2023-05-29,,86.0,,,2026-06-24 00:14:59.277238
PO000633,20220727,2022-07-27,SUP0022,PRD0024,Fully Received,Approved,CAD,DAP,<Na>,2309.0,,,1384.5,3196810.5,6565.8,1.0,2022-09-05,2022-09-21,40.0,56.0,1.0,2026-06-24 00:14:59.277238
PO000634,20241121,2024-11-21,SUP0006,PRD0032,Partially Received,Approved,BRL,DDP,Port Of Ny,2501.0,2501.0,1.0,2928.15,7323303.15,18329.76,1.3231,2025-01-18,2025-02-08,58.0,79.0,1.0,2026-06-24 00:14:59.277238
PO000635,20240221,2024-02-21,SUP0006,PRD0016,Open,Approved,BRL,DAP,Vancouver,2594.0,0.0,0.0,1661.12,4308945.28,2389.63,1.1587,2024-04-27,,66.0,,,2026-06-24 00:14:59.277238
PO000636,20230729,2023-07-29,SUP0024,PRD0004,Fully Received,Approved,NOK,FCA,Rotterdam,235.0,235.0,1.0,2793.19,656399.65,1203.75,1.0,2023-09-16,2023-09-21,49.0,54.0,1.0,2026-06-24 00:14:59.277238
PO000637,20230201,2023-02-01,SUP0025,PRD0016,Cancelled,Approved,SEK,CIF,Rotterdam,2977.0,0.0,0.0,2840.46,8456049.42,4229.46,1.0,2023-02-10,,9.0,,,2026-06-24 00:14:59.277238
PO000638,20240112,2024-01-12,SUP0014,PRD0039,Fully Received,Approved,NOK,CIF,<Na>,3051.0,3051.0,1.0,2708.47,8263541.97,23168.05,1.1481,2024-02-08,2024-02-04,27.0,23.0,0.0,2026-06-24 00:14:59.277238
PO000639,20230613,2023-06-13,SUP0010,PRD0015,Cancelled,Approved,SEK,FOB,Yokohama,1666.0,0.0,0.0,1499.38,2497967.08,10842.63,1.0486,2023-08-17,,65.0,,,2026-06-24 00:14:59.277238
PO000640,20240410,2024-04-10,SUP0003,PRD0037,Fully Received,Approved,CAD,DAP,Shanghai,4985.0,4985.0,1.0,,9723840.7,33108.82,1.0,2024-05-29,2024-06-22,49.0,73.0,1.0,2026-06-24 00:14:59.277238
PO000641,,,SUP0026,PRD0006,Open,Approved,SEK,DAP,Yokohama,2324.0,0.0,0.0,,6503737.24,14966.42,0.7729,2024-01-19,,,,,2026-06-24 00:14:59.277238
PO000642,20241105,2024-11-05,SUP0032,PRD0022,Partially Received,Approved,USD,EXW,<Na>,3183.0,2096.0,0.6585,2742.59,8729663.97,3163.05,,2025-01-29,2025-01-30,85.0,86.0,1.0,2026-06-24 00:14:59.277238
PO000643,,,SUP0032,PRD0029,Partially Received,Approved,BRL,FOB,Port Of La,1807.0,491.0,0.2717,,3178404.58,1360.94,1.1241,2022-10-16,2022-10-15,,,0.0,2026-06-24 00:14:59.277238
PO000644,20240629,2024-06-29,SUP0039,PRD0011,Partially Received,Approved,JPY,FOB,<Na>,4945.0,3449.0,0.6975,1603.06,7927131.7,26709.77,0.7641,2024-09-08,2024-09-05,71.0,68.0,0.0,2026-06-24 00:14:59.277238
PO000645,20230723,2023-07-23,SUP0033,PRD0022,Fully Received,Pending,SEK,CIF,Santos,567.0,567.0,1.0,1433.16,812601.72,1618.44,1.0289,2023-08-07,2023-08-25,15.0,33.0,1.0,2026-06-24 00:14:59.277238
PO000646,20220719,2022-07-19,SUP0011,PRD0029,Partially Received,Pending,JPY,FOB,Santos,1239.0,531.0,0.4286,2824.4,3499431.6,2272.9,0.9598,,2022-08-20,,32.0,0.0,2026-06-24 00:14:59.277238
PO000647,20230310,2023-03-10,SUP0031,PRD0022,Fully Received,Approved,BRL,FCA,Rotterdam,1749.0,1749.0,1.0,1177.37,2059220.13,1579.37,1.0,2023-05-14,2023-05-29,65.0,80.0,1.0,2026-06-24 00:14:59.277238
PO000648,20221101,2022-11-01,SUP0018,PRD0027,Fully Received,Approved,SEK,FOB,<Na>,2359.0,2359.0,1.0,1070.88,2526205.92,17629.55,1.0,2023-10-01,2023-01-22,334.0,82.0,0.0,2026-06-24 00:14:59.277238
PO000649,20220716,2022-07-16,SUP0032,PRD0005,Partially Received,Approved,CAD,CIF,Shanghai,0.0,0.0,,,0.0,0.0,1.3405,2022-09-08,2022-08-06,54.0,21.0,0.0,2026-06-24 00:14:59.277238
PO000650,20241106,2024-11-06,SUP0034,PRD0034,Cancelled,Approved,EUR,FOB,Rotterdam,73.0,0.0,0.0,2698.61,196998.53,208.47,0.8675,2024-11-24,,18.0,,,2026-06-24 00:14:59.277238
PO000651,20230318,2023-03-18,SUP0008,PRD0009,Fully Received,Approved,USD,EXW,Shanghai,4928.0,4928.0,1.0,871.01,4292337.28,21518.92,1.0,2023-06-11,2023-06-24,85.0,98.0,1.0,2026-06-24 00:14:59.277238
PO000652,20230826,2023-08-26,SUP0039,PRD0011,Cancelled,Approved,SEK,DAP,Rotterdam,-518.0,0.0,,378.76,196197.68,3142.33,0.813,2023-09-16,,21.0,,,2026-06-24 00:14:59.277238
PO000653,,,SUP0022,PRD0003,Fully Received,Approved,JPY,CIF,Hamburg,2668.0,2668.0,1.0,2189.25,5840919.0,5116.79,1.0,2024-04-18,2024-04-24,,,1.0,2026-06-24 00:14:59.277238
PO000654,20241002,2024-10-02,SUP0024,PRD0001,Open,Approved,JPY,FOB,Yokohama,-206.0,0.0,,2416.4,497778.4,1113.7,1.0,2024-12-15,,74.0,,,2026-06-24 00:14:59.277238
PO000655,20240212,2024-02-12,SUP0002,PRD0020,Cancelled,Approved,EUR,EXW,Vancouver,4588.0,0.0,0.0,2167.22,9943205.36,22732.19,1.0,,,,,,2026-06-24 00:14:59.277238
PO000657,20240331,2024-03-31,SUP0004,PRD0008,Partially Received,Approved,SEK,FCA,Shanghai,1214.0,288.0,0.2372,2534.67,3077089.38,4633.86,1.3061,2024-04-10,2024-04-05,10.0,5.0,0.0,2026-06-24 00:14:59.277238
PO000658,20240517,2024-05-17,SUP0032,PRD0037,Open,Approved,BRL,DDP,Santos,1522.0,0.0,0.0,189.17,287916.74,5964.28,1.1738,2024-06-16,,30.0,,,2026-06-24 00:14:59.277238
PO000659,20221120,2022-11-20,SUP0005,PRD0035,Fully Received,Rejected,CAD,CIF,Hamburg,4707.0,4707.0,1.0,,11098588.23,25404.95,1.0,2023-02-11,2023-03-02,83.0,102.0,1.0,2026-06-24 00:14:59.277238
PO000661,20231216,2023-12-16,SUP0040,PRD0028,Fully Received,Approved,CAD,CIF,Yokohama,254.0,254.0,1.0,1585.49,402714.46,,1.3446,2024-01-20,2024-02-19,35.0,65.0,1.0,2026-06-24 00:14:59.277238
PO000662,,,SUP0027,PRD0013,Open,Approved,EUR,FOB,Santos,3904.0,0.0,0.0,2144.09,,28052.73,1.0,2024-11-06,,,,,2026-06-24 00:14:59.277238
PO000663,20240128,2024-01-28,SUP0025,PRD0028,Cancelled,Approved,CAD,CIF,<Na>,754.0,0.0,0.0,718.07,541424.78,1765.96,1.0,2024-03-21,,53.0,,,2026-06-24 00:14:59.277238
PO000664,20230906,2023-09-06,SUP0005,PRD0023,Fully Received,Approved,CAD,CIF,<Na>,4487.0,4487.0,1.0,1327.7,5957389.9,15086.97,0.8209,2023-12-04,2023-12-28,89.0,113.0,1.0,2026-06-24 00:14:59.277238
PO000665,20240618,2024-06-18,SUP0018,PRD0006,Open,Approved,BRL,DAP,Rotterdam,213.0,0.0,0.0,,339888.36,462.19,1.0961,2024-07-10,,22.0,,,2026-06-24 00:14:59.277238
PO000666,20220713,2022-07-13,SUP0025,PRD0007,Partially Received,Approved,JPY,FOB,Port Of La,98.0,87.0,0.8878,2504.81,245471.38,89.62,1.0509,2022-09-23,2022-09-30,72.0,79.0,1.0,2026-06-24 00:14:59.277238
PO000667,20230503,2023-05-03,SUP0035,PRD0007,Partially Received,Approved,CAD,FCA,Port Of Ny,350.0,40.0,0.1143,1104.59,,613.73,1.0,,2023-07-01,,59.0,0.0,2026-06-24 00:14:59.277238
PO000668,20230521,2023-05-21,SUP0026,PRD0035,Fully Received,Approved,JPY,DAP,Yokohama,678.0,678.0,1.0,2686.29,1821304.62,841.5,1.0,2023-06-08,2023-06-03,18.0,13.0,0.0,2026-06-24 00:14:59.277238
PO000669,20240604,2024-06-04,SUP0008,PRD0003,Fully Received,Approved,NOK,DAP,Santos,2384.0,2384.0,1.0,240.77,573995.68,9779.69,0.8668,2024-07-27,2024-08-02,53.0,59.0,1.0,2026-06-24 00:14:59.277238
PO000670,20220801,2022-08-01,SUP0007,PRD0007,Partially Received,Approved,USD,FOB,<Na>,1965.0,261.0,0.1328,447.23,878806.95,5150.66,1.0,2022-09-28,2022-09-23,58.0,53.0,0.0,2026-06-24 00:14:59.277238
PO000671,20230924,2023-09-24,SUP0012,PRD0012,Open,Approved,EUR,FOB,Port Of La,219.0,0.0,0.0,551.36,120747.84,280.92,1.2899,2023-11-17,,54.0,,,2026-06-24 00:14:59.277238
PO000672,20220516,2022-05-16,SUP0006,PRD0012,Fully Received,Rejected,CAD,FOB,Yokohama,3705.0,3705.0,1.0,1475.88,5468135.4,11642.32,1.0,2022-06-24,2022-07-16,39.0,61.0,1.0,2026-06-24 00:14:59.277238
PO000673,20240129,2024-01-29,SUP0023,PRD0028,Open,Approved,JPY,EXW,Hamburg,1895.0,0.0,0.0,1347.25,2553038.75,3903.91,1.0,2024-03-31,,62.0,,,2026-06-24 00:14:59.277238
PO000674,20240801,2024-08-01,SUP0033,PRD0026,Fully Received,Approved,CAD,EXW,Shanghai,3356.0,3356.0,1.0,1602.09,5376614.04,15147.11,1.1933,2024-09-23,2024-10-23,53.0,83.0,1.0,2026-06-24 00:14:59.277238
PO000675,20220118,2022-01-18,SUP0005,PRD0027,Fully Received,Approved,CAD,CIF,Port Of Ny,2373.0,2373.0,1.0,1725.63,4094919.99,16315.87,1.0,2022-04-11,2022-04-24,83.0,96.0,1.0,2026-06-24 00:14:59.277238
PO000676,20240122,2024-01-22,SUP0018,PRD0030,Fully Received,Approved,NOK,,Vancouver,4872.0,4872.0,1.0,2320.92,11307522.24,23754.86,1.0,2024-03-15,2024-03-17,53.0,55.0,1.0,2026-06-24 00:14:59.277238
PO000677,,,SUP0010,PRD0016,Cancelled,Approved,SEK,FOB,Vancouver,4166.0,0.0,0.0,1785.15,7436934.9,30814.92,1.1384,2024-11-12,,,,,2026-06-24 00:14:59.277238
PO000678,20220505,2022-05-05,SUP0020,PRD0005,Fully Received,Approved,NOK,FOB,Shanghai,3719.0,3719.0,1.0,348.25,1295141.75,15686.47,0.8254,2022-07-09,2022-07-28,65.0,84.0,1.0,2026-06-24 00:14:59.277238
PO000679,20220104,2022-01-04,SUP0013,PRD0035,Fully Received,Approved,SEK,EXW,Rotterdam,4427.0,4427.0,1.0,1632.95,7229069.65,21313.53,1.0,2022-02-18,2022-02-26,45.0,53.0,1.0,2026-06-24 00:14:59.277238
PO000680,20230302,2023-03-02,SUP0003,PRD0019,Fully Received,Approved,SEK,FOB,Shanghai,4026.0,4026.0,1.0,2968.95,11952992.7,3170.59,1.0295,2023-05-15,2023-05-17,74.0,76.0,1.0,2026-06-24 00:14:59.277238
PO000681,20220731,2022-07-31,SUP0017,PRD0030,Cancelled,Approved,EUR,FOB,Vancouver,4677.0,0.0,0.0,1768.41,8270853.57,32264.82,0.8445,2022-08-11,,11.0,,,2026-06-24 00:14:59.277238
PO000682,20241101,2024-11-01,SUP0007,PRD0034,Open,Approved,EUR,,Santos,4396.0,0.0,0.0,545.06,2396083.76,,1.0699,2024-12-04,,33.0,,,2026-06-24 00:14:59.277238
PO000683,20240818,2024-08-18,SUP0039,PRD0036,Partially Received,Approved,SEK,FOB,Vancouver,4301.0,1290.0,0.2999,1085.21,4667488.21,5667.13,1.0,2024-10-21,2024-11-04,64.0,78.0,1.0,2026-06-24 00:14:59.277238
PO000684,20241013,2024-10-13,SUP0037,PRD0026,Fully Received,Pending,NOK,CIF,Rotterdam,2380.0,2380.0,1.0,2966.7,7060746.0,8671.46,1.0,,2024-12-29,,77.0,0.0,2026-06-24 00:14:59.277238
PO000685,20240411,2024-04-11,SUP0038,PRD0015,Fully Received,Approved,CAD,DDP,Port Of La,2136.0,2136.0,1.0,1566.66,3346385.76,2538.4,1.0,2024-04-23,2024-05-14,12.0,33.0,1.0,2026-06-24 00:14:59.277238
PO000686,20230611,2023-06-11,SUP0005,PRD0031,Fully Received,Approved,BRL,CIF,Hamburg,3072.0,3072.0,1.0,299.71,920709.12,12071.47,0.8506,2023-08-11,2023-09-05,61.0,86.0,1.0,2026-06-24 00:14:59.277238
PO000687,20240428,2024-04-28,SUP0038,PRD0021,Fully Received,Approved,JPY,EXW,Shanghai,4970.0,4970.0,1.0,140.12,696396.4,18301.12,1.107,2024-05-19,2024-06-06,21.0,39.0,1.0,2026-06-24 00:14:59.277238
PO000689,20230112,2023-01-12,SUP0031,PRD0010,Fully Received,Approved,NOK,EXW,Hamburg,4606.0,4606.0,1.0,2468.39,11369404.34,25240.01,1.2576,2023-03-28,2023-04-08,75.0,86.0,1.0,2026-06-24 00:14:59.277238
PO000690,20230518,2023-05-18,SUP0022,PRD0016,Open,Approved,CAD,DAP,<Na>,4114.0,0.0,0.0,2752.44,11323538.16,20167.55,1.1312,2023-07-13,,56.0,,,2026-06-24 00:14:59.277238
PO000691,20240721,2024-07-21,SUP0010,PRD0011,Fully Received,Approved,BRL,CIF,<Na>,3792.0,,,1535.85,5823943.2,24141.57,1.0,2024-08-15,2024-08-13,25.0,23.0,0.0,2026-06-24 00:14:59.277238
PO000692,,,SUP0015,PRD0003,Fully Received,Approved,EUR,DDP,Rotterdam,3173.0,3173.0,1.0,1623.96,5152825.08,15167.26,0.848,2023-12-06,2023-12-08,,,1.0,2026-06-24 00:14:59.277238
PO000693,,,SUP0017,PRD0022,Fully Received,Approved,SEK,DAP,Hamburg,3076.0,,,2133.22,6561784.72,19135.06,0.9438,2024-12-07,2024-12-07,,,0.0,2026-06-24 00:14:59.277238
PO000694,20230714,2023-07-14,SUP0016,PRD0040,Fully Received,Approved,BRL,EXW,Yokohama,541.0,541.0,1.0,2397.44,1297015.04,2209.45,,2023-08-04,2023-08-08,21.0,25.0,1.0,2026-06-24 00:14:59.277238
PO000695,,,SUP0024,PRD0005,Fully Received,Approved,NOK,,Port Of La,1932.0,1932.0,1.0,1805.07,3487395.24,2208.19,0.8039,2022-12-22,2022-12-31,,,1.0,2026-06-24 00:14:59.277238
PO000696,20221221,2022-12-21,SUP0003,PRD0004,Fully Received,Approved,JPY,EXW,<Na>,2809.0,2809.0,1.0,1402.72,3940240.48,12865.65,0.843,2023-01-13,2023-01-17,23.0,27.0,1.0,2026-06-24 00:14:59.277238
PO000697,20220203,2022-02-03,SUP0008,PRD0005,Partially Received,Approved,CAD,CIF,<Na>,892.0,570.0,0.639,1289.49,1150225.08,,1.0,2022-04-13,2022-04-17,69.0,73.0,1.0,2026-06-24 00:14:59.277238
PO000698,20240617,2024-06-17,SUP0020,PRD0029,Open,Approved,SEK,FOB,Rotterdam,468.0,0.0,0.0,1434.04,671130.72,2839.82,1.0,2024-08-04,,48.0,,,2026-06-24 00:14:59.277238
PO000699,20241227,2024-12-27,SUP0020,PRD0017,Fully Received,Pending,NOK,EXW,Shanghai,502.0,502.0,1.0,2059.75,1033994.5,3388.28,1.1675,,2024-12-30,,3.0,0.0,2026-06-24 00:14:59.277238
PO000700,20230511,2023-05-11,SUP0021,PRD0004,Open,Approved,BRL,FOB,Yokohama,452.0,0.0,0.0,1176.76,531895.52,1262.64,1.2854,2023-11-18,,191.0,,,2026-06-24 00:14:59.277238
PO000701,20221205,2022-12-05,SUP0016,PRD0005,Fully Received,Approved,EUR,DAP,Port Of Ny,3535.0,3535.0,1.0,1147.71,4057154.85,21109.13,1.0,2022-08-08,2022-09-02,-119.0,-94.0,1.0,2026-06-24 00:14:59.277238
PO000702,20220307,2022-03-07,SUP0011,PRD0024,Fully Received,Approved,USD,FOB,Yokohama,4317.0,4317.0,1.0,2344.53,10121336.01,9151.31,1.122,2022-06-05,2022-06-15,90.0,100.0,1.0,2026-06-24 00:14:59.277238
PO000703,20240112,2024-01-12,SUP0009,PRD0036,Partially Received,Approved,SEK,CIF,Rotterdam,568.0,147.0,0.2588,,1195196.96,1555.38,1.2042,2024-03-20,2024-03-29,68.0,77.0,1.0,2026-06-24 00:14:59.277238
PO000704,20230122,2023-01-22,SUP0027,PRD0013,Fully Received,Pending,NOK,DAP,Santos,903.0,,,94.91,85703.73,,1.0,2023-02-14,2023-02-14,23.0,23.0,0.0,2026-06-24 00:14:59.277238
PO000705,20240113,2024-01-13,SUP0032,PRD0023,Partially Received,Approved,USD,DDP,Port Of La,786.0,563.0,0.7163,2337.32,1837133.52,6033.58,1.2077,2024-04-02,2024-04-14,80.0,92.0,1.0,2026-06-24 00:14:59.277238
PO000706,20241116,2024-11-16,SUP0004,PRD0001,Fully Received,Pending,EUR,FOB,Port Of Ny,1534.0,1534.0,1.0,2609.35,4002742.9,2378.34,1.0341,2025-01-23,2025-02-21,68.0,97.0,1.0,2026-06-24 00:14:59.277238
PO000707,20240916,2024-09-16,SUP0033,PRD0037,Fully Received,Approved,EUR,DAP,Port Of La,2832.0,2832.0,1.0,1613.6,4569715.2,17094.79,1.0,2024-12-11,2024-12-30,86.0,105.0,1.0,2026-06-24 00:14:59.277238
