OrderID,OrderDateKey,OrderDate,CustomerID,ProductID,Division,SalesChannel,SalesRepID,Status,OrderedQty,UnitPrice_USD,DiscountPct,discounted_unit_price,LineTotal_USD,calc_line_total_usd,NetAmount_USD,is_return,IsRush,RequestedDeliveryDate,_gold_built_at
SO0002306,20230724,2023-07-24,CUST00031,PRD0013,Lindenmeyr Publications,Broker,REP005,Shipped,1070.0,2326.87,12.5,2036.0112,2489750.9,2178531.98,2178531.98,False,False,2023-08-08,2026-06-24 00:14:59.277238
SO0002307,20240519,2024-05-19,CUST00057,PRD0034,Lindenmeyr Publications,Direct Sales,REP007,On Hold,1446.0,594.24,2.4,579.9782,859271.04,838648.48,838648.48,False,True,2024-06-03,2026-06-24 00:14:59.277238
SO0002308,20230506,2023-05-06,CUST00030,PRD0039,Lindenmeyr Publications,Broker,REP007,Delivered,1097.0,2636.34,19.9,2111.7083,2892064.98,2316544.01,2316544.01,False,False,2023-05-24,2026-06-24 00:14:59.277238
SO0002309,20231021,2023-10-21,CUST00012,PRD0021,North American Distribution,<Na>,REP006,Delivered,101.0,,11.5,,171138.44,,,False,False,2023-11-10,2026-06-24 00:14:59.277238
SO0002310,20240110,2024-01-10,CUST00044,PRD0019,<Na>,E-Commerce,REP034,Delivered,1333.0,3061.91,12.8,2669.9855,,3559090.67,3559090.67,False,False,2024-02-05,2026-06-24 00:14:59.277238
SO0002311,20220804,2022-08-04,CUST00041,PRD0025,North American Distribution,Inside Sales,REP024,Delivered,1108.0,85.7,14.6,73.1878,94955.6,81092.08,81092.08,False,True,2022-08-24,2026-06-24 00:14:59.277238
SO0002312,20220413,2022-04-13,CUST00054,PRD0008,North American Distribution,Inside Sales,REP025,Confirmed,624.0,2711.37,18.0,2223.3234,1691894.88,1387353.8,1387353.8,False,False,2022-05-04,2026-06-24 00:14:59.277238
SO0002313,20220506,2022-05-06,CUST00039,PRD0009,Lindenmeyr Publications,Direct Sales,REP001,Delivered,543.0,1616.42,9.0,1470.9422,877716.06,798721.61,798721.61,False,False,2022-06-02,2026-06-24 00:14:59.277238
SO0002314,20241105,2024-11-05,CUST00037,PRD0023,North American Distribution,Inside Sales,REP020,Cancelled,1024.0,3187.03,0.0,3187.03,,3263518.72,3263518.72,False,False,2024-11-29,2026-06-24 00:14:59.277238
SO0002315,20221009,2022-10-09,CUST00047,PRD0020,Lindenmeyr Publications,Broker,REP014,Shipped,1491.0,426.69,5.6,402.7954,636194.79,600567.94,600567.94,False,False,2022-10-14,2026-06-24 00:14:59.277238
SO0002316,20221101,2022-11-01,CUST00032,PRD0037,North American Distribution,Agent,REP014,Shipped,1222.0,199.83,5.5,188.8394,244192.26,230761.75,230761.75,False,False,2022-11-07,2026-06-24 00:14:59.277238
SO0002318,20231027,2023-10-27,CUST00059,PRD0014,Central National,Agent,REP005,Confirmed,1011.0,1557.38,15.5,1315.9861,1574511.18,1330461.95,1330461.95,False,False,2023-11-22,2026-06-24 00:14:59.277238
SO0002319,20240315,2024-03-15,CUST00037,PRD0036,<Na>,E-Commerce,REP014,Processing,42.0,2485.39,2.4,2425.7406,104386.38,101881.11,101881.11,False,False,,2026-06-24 00:14:59.277238
SO0002320,20240526,2024-05-26,CUST00064,PRD0008,North American Distribution,Agent,REP034,Delivered,1014.0,1627.05,9.6,1470.8532,1649828.7,1491445.14,1491445.14,False,False,2024-12-06,2026-06-24 00:14:59.277238
SO0002321,20220103,2022-01-03,CUST_UNKNOWN,PRD0011,North American Distribution,Broker,,Delivered,120.0,2486.77,11.6,2198.3047,298412.4,263796.56,263796.56,False,False,2022-01-21,2026-06-24 00:14:59.277238
SO0002322,20240820,2024-08-20,CUST00007,PRD0011,Lindenmeyr Publications,Agent,REP009,Delivered,1065.0,360.91,5.6,340.699,384369.15,362844.44,362844.44,False,True,2024-09-08,2026-06-24 00:14:59.277238
SO0002323,20230412,2023-04-12,CUST00036,PRD0019,Central National,Agent,REP027,Processing,1160.0,1171.69,12.5,1025.2288,1359160.4,1189265.41,1189265.41,False,False,2023-05-10,2026-06-24 00:14:59.277238
SO0002324,20230328,2023-03-28,CUST00025,PRD0015,North American Distribution,Broker,REP040,Delivered,590.0,2151.03,15.9,1809.0162,1269107.7,1067319.56,1067319.56,False,True,2023-04-14,2026-06-24 00:14:59.277238
SO0002325,20240811,2024-08-11,CUST00031,PRD0038,Central National,Broker,REP014,Confirmed,977.0,1536.49,9.9,1384.3775,1501150.73,1352536.82,1352536.82,False,False,2024-08-30,2026-06-24 00:14:59.277238
SO0002326,20240628,2024-06-28,CUST00053,PRD0025,North American Distribution,Direct Sales,REP036,Delivered,1698.0,2113.15,10.6,1889.1561,3588128.7,3207787.06,3207787.06,False,False,2024-07-18,2026-06-24 00:14:59.277238
SO0002327,,,CUST00067,PRD0039,North American Distribution,Agent,REP010,Delivered,1612.0,,18.8,,1710944.56,,,False,False,2024-11-04,2026-06-24 00:14:59.277238
SO0002328,20220718,2022-07-18,CUST00063,PRD0007,Lindenmeyr Publications,Broker,REP006,Delivered,1390.0,1753.56,2.5,1709.721,2437448.4,2376512.19,2376512.19,False,True,2022-07-28,2026-06-24 00:14:59.277238
SO0002329,20230415,2023-04-15,CUST00016,PRD0025,Central National,E-Commerce,REP036,Delivered,1828.0,1218.35,11.2,1081.8948,2227143.8,1977703.69,1977703.69,False,False,2023-05-10,2026-06-24 00:14:59.277238
SO0002330,20220524,2022-05-24,CUST00026,PRD0027,Central National,Broker,REP009,Delivered,1148.0,2878.63,10.7,2570.6166,,2951067.86,2951067.86,False,False,2022-06-01,2026-06-24 00:14:59.277238
SO0002332,20240310,2024-03-10,CUST00055,PRD0028,Central National,Agent,REP031,Confirmed,1023.0,,18.8,,2934700.56,,,False,False,2024-04-05,2026-06-24 00:14:59.277238
SO0002333,20240530,2024-05-30,CUST00017,PRD0032,Lindenmeyr Publications,Broker,REP015,Delivered,1577.0,0.0,10.3,0.0,0.0,0.0,0.0,False,False,2024-06-25,2026-06-24 00:14:59.277238
SO0002334,20240201,2024-02-01,CUST00047,PRD0039,North American Distribution,E-Commerce,REP026,Delivered,1632.0,2490.66,11.2,2211.7061,4064757.12,3609504.36,3609504.36,False,False,2024-02-06,2026-06-24 00:14:59.277238
SO0002335,20220929,2022-09-29,CUST00034,PRD0003,North American Distribution,Direct Sales,REP005,Partially Shipped,952.0,3175.18,19.3,2562.3703,3022771.36,2439376.53,2439376.53,False,False,,2026-06-24 00:14:59.277238
SO0002336,20240725,2024-07-25,CUST_UNKNOWN,PRD0008,Lindenmeyr Publications,Agent,REP038,Delivered,1181.0,0.0,7.5,0.0,0.0,0.0,0.0,False,False,2024-08-01,2026-06-24 00:14:59.277238
SO0002337,20240522,2024-05-22,CUST00023,PRD0038,North American Distribution,Agent,REP032,Delivered,49.0,775.11,4.4,741.0052,37980.39,36309.25,36309.25,False,False,2024-06-12,2026-06-24 00:14:59.277238
SO0002338,20241106,2024-11-06,CUST00021,PRD0008,North American Distribution,Inside Sales,REP037,Delivered,86.0,1140.84,19.3,920.6579,98112.24,79176.58,79176.58,False,False,2024-11-24,2026-06-24 00:14:59.277238
SO0002339,20240730,2024-07-30,CUST00033,PRD0015,North American Distribution,Inside Sales,REP038,Delivered,208.0,2536.45,6.3,2376.6536,527581.6,494343.95,494343.95,False,False,2024-08-27,2026-06-24 00:14:59.277238
SO0002340,20220217,2022-02-17,CUST00047,PRD0036,Lindenmeyr Publications,Inside Sales,REP006,Delivered,488.0,573.34,5.2,543.5263,279789.92,265240.83,265240.83,False,True,2022-03-06,2026-06-24 00:14:59.277238
SO0002341,20231130,2023-11-30,CUST00051,PRD0035,Lindenmeyr Publications,<Na>,REP015,Processing,20.0,662.85,6.5,619.7648,13257.0,12395.3,12395.3,False,False,2023-12-15,2026-06-24 00:14:59.277238
SO0002342,20230623,2023-06-23,CUST00017,PRD0025,Central National,E-Commerce,REP040,Cancelled,1590.0,704.98,16.2,590.7732,1120918.2,939329.39,939329.39,False,True,2023-07-01,2026-06-24 00:14:59.277238
SO0002343,20240513,2024-05-13,CUST00017,PRD0001,Central National,Agent,,Delivered,1466.0,2798.91,14.2,2401.4648,4103202.06,3520547.4,3520547.4,False,True,2024-05-19,2026-06-24 00:14:59.277238
SO0002344,20230623,2023-06-23,CUST00062,PRD0026,Central National,E-Commerce,REP023,On Hold,132.0,1257.82,11.4,1114.4285,166032.24,147104.56,147104.56,False,False,,2026-06-24 00:14:59.277238
SO0002345,20220310,2022-03-10,CUST00048,PRD0004,North American Distribution,Agent,REP007,Delivered,218.0,1312.01,14.5,1121.7686,286018.18,244545.55,244545.55,False,True,2022-04-06,2026-06-24 00:14:59.277238
SO0002346,20230315,2023-03-15,CUST00037,PRD0027,Central National,Agent,REP008,Delivered,1397.0,1712.26,2.8,1664.3167,2392027.22,2325050.43,2325050.43,False,False,2023-04-04,2026-06-24 00:14:59.277238
SO0002347,20240417,2024-04-17,CUST00021,PRD0026,Lindenmeyr Publications,E-Commerce,REP021,Confirmed,311.0,,14.2,,29115.82,,,False,False,2024-05-15,2026-06-24 00:14:59.277238
SO0002348,20220501,2022-05-01,CUST00063,PRD0009,North American Distribution,E-Commerce,REP018,Delivered,1994.0,57.65,8.5,52.7498,114954.1,105183.1,105183.1,False,False,,2026-06-24 00:14:59.277238
SO0002349,20230919,2023-09-19,CUST_UNKNOWN,PRD0006,Central National,Agent,REP019,Confirmed,1416.0,238.91,5.9,224.8143,,318337.05,318337.05,False,False,2023-10-02,2026-06-24 00:14:59.277238
SO0002350,20240324,2024-03-24,CUST00033,PRD0010,Central National,Agent,REP028,Delivered,1177.0,2406.21,3.6,2319.5864,2832109.17,2730153.19,2730153.19,False,True,2024-04-04,2026-06-24 00:14:59.277238
SO0002351,20240706,2024-07-06,CUST00017,PRD0035,North American Distribution,Broker,REP030,Delivered,826.0,144.67,9.2,131.3604,119497.42,108503.69,108503.69,False,True,2024-08-03,2026-06-24 00:14:59.277238
SO0002352,20240825,2024-08-25,CUST00011,PRD0018,Lindenmeyr Publications,Agent,REP038,Delivered,1568.0,2999.47,10.3,2690.5246,4703168.96,4218742.57,4218742.57,False,True,2024-09-18,2026-06-24 00:14:59.277238
SO0002354,20220923,2022-09-23,CUST00068,PRD0020,Central National,Broker,REP031,Confirmed,261.0,2712.89,5.8,2555.5424,708064.29,666996.57,666996.57,False,True,2022-10-02,2026-06-24 00:14:59.277238
SO0002355,20230709,2023-07-09,CUST00018,PRD0011,North American Distribution,E-Commerce,REP018,Delivered,606.0,1118.83,12.8,975.6198,678010.98,591225.6,591225.6,False,True,2023-07-12,2026-06-24 00:14:59.277238
SO0002356,20240608,2024-06-08,CUST00056,PRD0010,Lindenmeyr Publications,Direct Sales,,Delivered,729.0,1290.72,11.1,1147.4501,940934.88,836491.12,836491.12,False,True,2024-06-15,2026-06-24 00:14:59.277238
SO0002357,20240716,2024-07-16,CUST00017,PRD0037,<Na>,Direct Sales,REP014,Delivered,246.0,2016.32,13.4,1746.1331,496014.72,429548.74,429548.74,False,False,2024-07-30,2026-06-24 00:14:59.277238
SO0002358,20220407,2022-04-07,CUST00050,PRD0027,Central National,Inside Sales,REP040,Delivered,893.0,662.87,6.1,622.4349,591942.91,555834.37,555834.37,False,False,2022-05-06,2026-06-24 00:14:59.277238
SO0002359,20230415,2023-04-15,CUST00029,PRD0034,Central National,<Na>,REP026,Processing,1751.0,569.83,14.7,486.065,997772.33,851099.82,851099.82,False,False,,2026-06-24 00:14:59.277238
SO0002360,20240916,2024-09-16,CUST00062,PRD0020,North American Distribution,Agent,REP006,Delivered,713.0,820.0,6.6,765.88,584660.0,546072.44,546072.44,False,False,2024-10-06,2026-06-24 00:14:59.277238
SO0002361,,,CUST00021,PRD0019,<Na>,Inside Sales,REP004,Delivered,1432.0,,0.0,,1486917.2,,,False,False,2024-07-24,2026-06-24 00:14:59.277238
SO0002362,20231104,2023-11-04,CUST_UNKNOWN,PRD0040,Central National,Agent,REP017,Delivered,275.0,1320.99,4.1,1266.8294,363272.25,348378.08,348378.08,False,False,2023-11-12,2026-06-24 00:14:59.277238
SO0002363,20230524,2023-05-24,CUST00024,PRD0008,Central National,E-Commerce,REP025,Delivered,407.0,,15.8,,37680.06,,,False,True,2023-06-15,2026-06-24 00:14:59.277238
SO0002364,,,CUST00022,PRD0038,North American Distribution,Agent,REP001,Delivered,1881.0,1181.16,5.6,1115.015,2221761.96,2097343.22,2097343.22,False,False,2024-01-13,2026-06-24 00:14:59.277238
SO0002365,,,CUST00016,PRD0022,Lindenmeyr Publications,Direct Sales,REP031,Delivered,1285.0,2114.73,9.7,1909.6012,2717428.05,2453837.54,2453837.54,False,False,,2026-06-24 00:14:59.277238
SO0002366,20220111,2022-01-11,CUST_UNKNOWN,PRD0015,<Na>,Direct Sales,REP026,Delivered,1373.0,1229.04,13.4,1064.3486,1687471.92,1461350.63,1461350.63,False,True,2022-01-22,2026-06-24 00:14:59.277238
SO0002367,20220606,2022-06-06,CUST00042,PRD0004,Lindenmeyr Publications,E-Commerce,REP002,Delivered,929.0,32.43,3.1,31.4247,30127.47,29193.55,29193.55,False,False,2022-06-11,2026-06-24 00:14:59.277238
SO0002368,,,CUST00044,PRD0028,Central National,E-Commerce,REP040,Delivered,31.0,2615.21,13.8,2254.311,81071.51,69883.64,69883.64,False,False,2024-03-02,2026-06-24 00:14:59.277238
SO0002369,20220216,2022-02-16,CUST00038,PRD0040,Lindenmeyr Publications,E-Commerce,REP003,Delivered,1672.0,2598.24,2.9,2522.891,4344257.28,4218273.75,4218273.75,False,False,2022-03-12,2026-06-24 00:14:59.277238
SO0002370,20231201,2023-12-01,CUST00068,PRD0007,Lindenmeyr Publications,Inside Sales,REP027,Delivered,548.0,941.37,14.4,805.8127,515870.76,441585.36,441585.36,False,True,2023-12-07,2026-06-24 00:14:59.277238
SO0002371,,,CUST00058,PRD0033,Central National,Inside Sales,,Delivered,1328.0,2248.96,10.0,2024.064,2986618.88,2687956.99,2687956.99,False,False,2024-01-26,2026-06-24 00:14:59.277238
SO0002372,20221013,2022-10-13,CUST00021,PRD0034,Central National,E-Commerce,,Delivered,1564.0,3047.69,15.0,2590.5365,4766587.16,4051599.09,4051599.09,False,False,2022-11-06,2026-06-24 00:14:59.277238
SO0002373,20240728,2024-07-28,CUST00068,PRD0009,North American Distribution,E-Commerce,REP018,Delivered,182.0,,17.5,,341007.94,,,False,False,2024-08-04,2026-06-24 00:14:59.277238
SO0002374,20220318,2022-03-18,CUST00037,PRD0001,Central National,E-Commerce,REP016,Delivered,1210.0,2705.92,14.5,2313.5616,,2799409.54,2799409.54,False,False,2022-03-31,2026-06-24 00:14:59.277238
SO0002375,20240719,2024-07-19,CUST_UNKNOWN,PRD0005,<Na>,Inside Sales,REP020,Delivered,421.0,2104.08,8.0,1935.7536,885817.68,814952.27,814952.27,False,False,2024-08-16,2026-06-24 00:14:59.277238
SO0002376,20241031,2024-10-31,CUST00027,PRD0010,North American Distribution,E-Commerce,REP031,Partially Shipped,1845.0,,18.4,,2117414.25,,,False,False,2024-11-28,2026-06-24 00:14:59.277238
SO0002377,20230714,2023-07-14,CUST00049,PRD0040,Lindenmeyr Publications,E-Commerce,REP020,Delivered,1975.0,2572.88,0.0,2572.88,5081438.0,5081438.0,5081438.0,False,True,2023-08-09,2026-06-24 00:14:59.277238
SO0002378,20230529,2023-05-29,CUST00030,PRD0032,Lindenmeyr Publications,Direct Sales,REP014,Processing,1697.0,1253.82,16.2,1050.7012,2127732.54,1783039.94,1783039.94,False,False,2023-06-21,2026-06-24 00:14:59.277238
SO0002379,20221012,2022-10-12,CUST00035,PRD0031,<Na>,Agent,REP013,Delivered,869.0,1575.64,20.0,1260.512,1369231.16,1095384.93,1095384.93,False,False,2022-11-06,2026-06-24 00:14:59.277238
SO0002380,20221111,2022-11-11,CUST00005,PRD0033,Central National,Inside Sales,REP005,Shipped,1993.0,578.6,13.1,502.8034,,1002087.18,1002087.18,False,False,2022-11-29,2026-06-24 00:14:59.277238
SO0002381,20220911,2022-09-11,CUST00037,PRD0014,Lindenmeyr Publications,Inside Sales,REP007,Shipped,1891.0,1400.73,5.9,1318.0869,2648780.43,2492502.33,2492502.33,False,False,2022-09-18,2026-06-24 00:14:59.277238
SO0002382,20220914,2022-09-14,CUST00002,PRD0002,Central National,Inside Sales,REP011,Processing,1962.0,3114.12,14.7,2656.3444,6109903.44,5211747.71,5211747.71,False,False,2022-10-02,2026-06-24 00:14:59.277238
SO0002383,20230106,2023-01-06,CUST00014,PRD0010,Central National,E-Commerce,REP002,Processing,795.0,356.19,0.1,355.8338,,282887.87,282887.87,False,False,2023-01-28,2026-06-24 00:14:59.277238
SO0002384,20231114,2023-11-14,CUST00070,PRD0026,<Na>,Agent,REP032,Delivered,1514.0,2217.29,4.6,2115.2947,3356977.06,3202556.18,3202556.18,False,True,2023-12-05,2026-06-24 00:14:59.277238
SO0002385,20240718,2024-07-18,CUST00031,PRD0034,Lindenmeyr Publications,Broker,REP031,Delivered,18.0,774.67,14.3,663.8922,13944.06,11950.06,11950.06,False,False,,2026-06-24 00:14:59.277238
SO0002386,20231027,2023-10-27,CUST00062,PRD0022,Central National,Broker,REP023,Delivered,358.0,795.4,5.2,754.0392,284753.2,269946.03,269946.03,False,False,2023-11-09,2026-06-24 00:14:59.277238
SO0002387,20230325,2023-03-25,CUST00012,PRD0039,Central National,Direct Sales,REP024,Confirmed,-173.0,820.27,17.1,680.0038,141906.71,117640.66,-117640.66,True,False,2023-04-23,2026-06-24 00:14:59.277238
SO0002388,20241129,2024-11-29,CUST00027,PRD0040,North American Distribution,E-Commerce,REP035,Delivered,735.0,3068.67,0.0,3068.67,2255472.45,2255472.45,2255472.45,False,False,2024-12-03,2026-06-24 00:14:59.277238
SO0002389,20221026,2022-10-26,CUST00019,PRD0010,Central National,Broker,REP023,Shipped,-480.0,1398.11,18.6,1138.0615,671092.8,546269.52,-546269.52,True,False,,2026-06-24 00:14:59.277238
SO0002390,20220903,2022-09-03,CUST00059,PRD0020,Lindenmeyr Publications,Inside Sales,,Shipped,1209.0,,18.8,,3609856.38,,,False,False,2022-10-01,2026-06-24 00:14:59.277238
SO0002391,20231117,2023-11-17,CUST00005,PRD0025,North American Distribution,Agent,REP022,Processing,28.0,,14.6,,,,,False,False,2023-11-24,2026-06-24 00:14:59.277238
SO0002392,20231031,2023-10-31,CUST00018,PRD0038,Central National,Inside Sales,REP021,Processing,548.0,1470.13,17.9,1206.9767,805631.24,661423.23,661423.23,False,False,2023-11-15,2026-06-24 00:14:59.277238
SO0002393,20240728,2024-07-28,CUST00045,PRD0035,Lindenmeyr Publications,Agent,REP021,On Hold,1089.0,1347.41,8.0,1239.6172,,1349943.13,1349943.13,False,True,2024-08-19,2026-06-24 00:14:59.277238
SO0002394,20230426,2023-04-26,CUST00024,PRD0030,Central National,Agent,REP009,Delivered,759.0,1521.58,10.2,1366.3788,1154879.22,1037081.51,1037081.51,False,True,2023-05-10,2026-06-24 00:14:59.277238
SO0002395,20240322,2024-03-22,CUST00014,PRD0017,Central National,Inside Sales,REP028,Delivered,843.0,1278.28,19.9,1023.9023,1077590.04,863149.64,863149.64,False,False,2024-03-31,2026-06-24 00:14:59.277238
SO0002396,,,CUST00070,PRD0036,North American Distribution,Agent,REP027,Delivered,568.0,1984.66,20.0,1587.728,1127286.88,901829.5,901829.5,False,True,2024-04-27,2026-06-24 00:14:59.277238
SO0002397,,,CUST00058,PRD0036,Lindenmeyr Publications,E-Commerce,REP026,Confirmed,231.0,2757.85,5.7,2600.6525,,600750.73,600750.73,False,True,2024-05-17,2026-06-24 00:14:59.277238
SO0002398,20220304,2022-03-04,CUST00007,PRD0027,Central National,Agent,REP037,Cancelled,1582.0,172.58,3.2,167.0574,273021.56,264284.81,264284.81,False,False,2022-03-27,2026-06-24 00:14:59.277238
SO0002399,20240802,2024-08-02,CUST00063,PRD0039,Lindenmeyr Publications,Broker,REP004,Shipped,1676.0,69.37,3.1,67.2195,116264.12,112659.88,112659.88,False,False,2024-08-06,2026-06-24 00:14:59.277238
SO0002400,20240409,2024-04-09,CUST00028,PRD0038,North American Distribution,Agent,REP010,Shipped,917.0,154.6,0.2,154.2908,141768.2,141484.66,141484.66,False,False,2024-04-29,2026-06-24 00:14:59.277238
SO0002401,20230128,2023-01-28,CUST00010,PRD0009,North American Distribution,E-Commerce,REP003,Delivered,759.0,3022.77,19.3,2439.3754,2294282.43,1851485.93,1851485.93,False,False,2023-02-22,2026-06-24 00:14:59.277238
SO0002402,20230318,2023-03-18,CUST00066,PRD0039,North American Distribution,Broker,REP004,Processing,419.0,1492.64,5.3,1413.5301,625416.16,592269.11,592269.11,False,False,2023-04-16,2026-06-24 00:14:59.277238
SO0002403,20240423,2024-04-23,CUST00013,PRD0002,Lindenmeyr Publications,E-Commerce,REP025,Delivered,1691.0,2151.54,18.0,1764.2628,3638254.14,2983368.39,2983368.39,False,False,2024-04-28,2026-06-24 00:14:59.277238
SO0002404,20220331,2022-03-31,CUST00054,PRD0039,North American Distribution,Agent,REP014,Delivered,229.0,2105.49,16.6,1755.9787,482157.21,402119.12,402119.12,False,False,2022-04-25,2026-06-24 00:14:59.277238
SO0002405,20220402,2022-04-02,CUST00041,PRD0028,Central National,Agent,REP031,Confirmed,1942.0,3183.71,4.8,3030.8919,6182764.82,5885992.07,5885992.07,False,False,2022-04-05,2026-06-24 00:14:59.277238
SO0002406,20230608,2023-06-08,CUST00005,PRD0010,North American Distribution,Broker,REP003,Confirmed,797.0,,19.6,,1814848.7,,,False,False,2023-06-28,2026-06-24 00:14:59.277238
SO0002407,20240105,2024-01-05,CUST00003,PRD0010,Central National,Direct Sales,REP019,Processing,419.0,336.33,15.1,285.5442,140922.27,119643.02,119643.02,False,False,2024-01-20,2026-06-24 00:14:59.277238
SO0002408,20220624,2022-06-24,CUST00056,PRD0007,Lindenmeyr Publications,Inside Sales,REP026,Cancelled,1019.0,3183.71,12.2,2795.2974,3244200.49,2848408.05,2848408.05,False,False,2022-07-13,2026-06-24 00:14:59.277238
SO0002409,20220401,2022-04-01,CUST00066,PRD0002,North American Distribution,Direct Sales,REP017,Delivered,316.0,1018.88,0.1,1017.8611,321966.08,321644.11,321644.11,False,False,2022-05-01,2026-06-24 00:14:59.277238
SO0002410,20221109,2022-11-09,CUST00044,PRD0015,North American Distribution,Agent,REP031,Processing,198.0,2822.49,19.0,2286.2169,558853.02,452670.95,452670.95,False,False,2022-11-22,2026-06-24 00:14:59.277238
SO0002411,20240212,2024-02-12,CUST00064,PRD0026,Lindenmeyr Publications,E-Commerce,REP040,Delivered,1262.0,649.66,5.1,616.5273,819870.92,778057.45,778057.45,False,False,2024-02-29,2026-06-24 00:14:59.277238
SO0002412,20240210,2024-02-10,CUST00054,PRD0021,Central National,Agent,REP004,Delivered,150.0,917.52,17.5,756.954,137628.0,113543.1,113543.1,False,False,2024-03-01,2026-06-24 00:14:59.277238
SO0002413,20230730,2023-07-30,CUST00039,PRD0030,North American Distribution,E-Commerce,REP034,Delivered,653.0,1917.05,14.3,1642.9118,1251833.65,1072821.41,1072821.41,False,False,,2026-06-24 00:14:59.277238
SO0002414,20220529,2022-05-29,CUST00027,PRD0016,Central National,Agent,REP002,Delivered,0.0,558.9,10.6,499.6566,0.0,0.0,0.0,False,False,2022-06-09,2026-06-24 00:14:59.277238
SO0002415,20241017,2024-10-17,CUST00030,PRD0014,Lindenmeyr Publications,E-Commerce,REP031,Delivered,265.0,1633.94,9.7,1475.4478,432994.1,390993.67,390993.67,False,False,2024-10-28,2026-06-24 00:14:59.277238
SO0002417,20230603,2023-06-03,CUST00027,PRD0016,North American Distribution,E-Commerce,REP022,Confirmed,1418.0,230.65,8.3,211.506,327061.7,299915.51,299915.51,False,False,2023-06-17,2026-06-24 00:14:59.277238
SO0002418,20220527,2022-05-27,CUST00029,PRD0037,Lindenmeyr Publications,Agent,,Delivered,725.0,,11.7,,592027.75,,,False,True,2022-05-14,2026-06-24 00:14:59.277238
SO0002419,20231231,2023-12-31,CUST00016,PRD0006,North American Distribution,E-Commerce,REP040,Delivered,72.0,0.0,9.2,0.0,0.0,0.0,0.0,False,False,2024-01-26,2026-06-24 00:14:59.277238
SO0002420,20240908,2024-09-08,CUST00051,PRD0028,North American Distribution,E-Commerce,REP016,Cancelled,1644.0,1191.84,0.7,1183.4971,,1945669.23,1945669.23,False,False,2024-10-05,2026-06-24 00:14:59.277238
SO0002421,,,CUST00032,PRD0018,Central National,Inside Sales,REP017,Delivered,1501.0,,10.4,,0.0,,,False,False,2023-12-09,2026-06-24 00:14:59.277238
SO0002422,20220426,2022-04-26,CUST00020,PRD0010,Central National,Broker,REP015,Delivered,1359.0,508.91,4.9,483.9734,691608.69,657719.85,657719.85,False,True,2022-05-06,2026-06-24 00:14:59.277238
SO0002423,20230624,2023-06-24,CUST00027,PRD0035,Central National,Direct Sales,REP011,Confirmed,1865.0,110.84,8.1,101.862,206716.6,189972.63,189972.63,False,False,2023-07-06,2026-06-24 00:14:59.277238
SO0002424,20240130,2024-01-30,CUST00054,PRD0030,North American Distribution,Inside Sales,REP025,Delivered,1121.0,2415.56,1.5,2379.3266,2707842.76,2667225.12,2667225.12,False,False,2024-02-20,2026-06-24 00:14:59.277238
SO0002425,20241023,2024-10-23,CUST00049,PRD0035,Central National,E-Commerce,REP024,Delivered,1443.0,2596.48,15.9,2183.6397,,3150992.09,3150992.09,False,True,2024-11-14,2026-06-24 00:14:59.277238
SO0002426,20230928,2023-09-28,CUST00065,PRD0023,Lindenmeyr Publications,Broker,REP037,Delivered,1856.0,297.85,4.0,285.936,552809.6,530697.22,530697.22,False,False,,2026-06-24 00:14:59.277238
SO0002427,20220813,2022-08-13,CUST00066,PRD0032,Central National,<Na>,REP028,Delivered,276.0,2833.21,15.7,2388.396,781965.96,659197.3,659197.3,False,True,2022-08-16,2026-06-24 00:14:59.277238
SO0002428,20230704,2023-07-04,CUST_UNKNOWN,PRD0029,Central National,Agent,REP012,Partially Shipped,1672.0,1560.71,8.7,1424.9282,2609507.12,2382479.95,2382479.95,False,False,2023-07-07,2026-06-24 00:14:59.277238
SO0002430,20240823,2024-08-23,CUST00020,PRD0037,Lindenmeyr Publications,Direct Sales,,Delivered,746.0,1538.73,19.1,1244.8326,1147892.58,928645.12,928645.12,False,False,2024-09-06,2026-06-24 00:14:59.277238
SO0002431,,,CUST00043,PRD0039,North American Distribution,E-Commerce,REP008,Delivered,1952.0,,2.9,,2337851.84,,,False,False,,2026-06-24 00:14:59.277238
SO0002432,20220319,2022-03-19,CUST00014,PRD0039,Central National,Broker,REP009,Delivered,245.0,,6.7,,539472.85,,,False,False,2022-04-15,2026-06-24 00:14:59.277238
SO0002433,20221212,2022-12-12,CUST00067,PRD0033,Central National,Direct Sales,REP017,Shipped,547.0,954.58,1.7,938.3521,522155.26,513278.6,513278.6,False,False,2022-12-15,2026-06-24 00:14:59.277238
SO0002434,20240726,2024-07-26,CUST00055,PRD0033,North American Distribution,Agent,REP015,Delivered,987.0,0.0,17.6,0.0,0.0,0.0,0.0,False,False,2024-08-01,2026-06-24 00:14:59.277238
SO0002435,20220424,2022-04-24,CUST00047,PRD0005,Central National,Broker,REP014,Delivered,772.0,2780.12,9.3,2521.5688,,1946651.11,1946651.11,False,False,2022-04-27,2026-06-24 00:14:59.277238
SO0002436,20241220,2024-12-20,CUST00064,PRD0025,Central National,Inside Sales,REP015,Confirmed,156.0,1274.27,19.9,1020.6903,198786.12,159227.69,159227.69,False,False,2025-01-05,2026-06-24 00:14:59.277238
SO0002437,20220501,2022-05-01,CUST00068,PRD0016,Central National,Direct Sales,REP027,Shipped,1523.0,535.88,15.3,453.8904,816145.24,691275.08,691275.08,False,False,2022-05-29,2026-06-24 00:14:59.277238
