POID,SupplierID,ProductID,OrderedQty,ReceivedQty,UnitCost_USD,TotalCost_USD,Currency,ExchangeRate,OrderDate,ExpectedDeliveryDate,ActualDeliveryDate,Status,IncoTerms,PortOfLoading,FreightCost_USD,BuyerName,ApprovalStatus,Notes,_ingested_at,_source_file,_pipeline_run_id
PO000646,SUP0011,PRD0029,1239,531.0,2824.4,3499431.6,JPY,0.9598,2022-07-19,2022/08/25,2022-08-20,Partially Received,FOB ,Santos,2272.9,Robert Kleinman,Pending,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000647,SUP0031,PRD0022,1749,1749.0,1177.37,2059220.13,BRL,1.0,2023-03-10,2023-05-14,2023/05/29,Fully Received,FCA,Rotterdam,1579.37,David Park,Approved,Price renegotiated Q4,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
   PO000648  ,SUP0018,PRD0027,2359,2359.0,1070.88,2526205.92,SEK,1.0,2022-11-01,10/01/2023,2023-01-22,Fully Received,FOB ,,17629.55,Maria Santos,Approved,Expedited shipping requested,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000649,  SUP0032,PRD0005,0,0.0,$255.80,0.0,CAD,1.3405,16 July 2022,09/08/2022,2022-08-06,Partially Received,cif,Shanghai,0.0,Luca Ferretti,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000650,SUP0034,PRD0034,73,0.0,2698.61,196998.53,EUR,0.8675,2024-11-06,2024-11-24,,Cancelled,FOB,Rotterdam,208.47,David Park,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000651,SUP0008,PRD0009,4928,4928.0,871.01,4292337.28,USD,1.0,03/18/23,2023-06-11,2023-06-24,Fully Received,EXW,Shanghai,21518.92,Priya Patel,approved,TBD,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000652,SUP0039,PRD0011,-518,0.0,378.76,196197.68,SEK,0.813,2023-08-26,2023-09-16,,Cancelled,DAP,Rotterdam,3142.33,,Approved,Expedited shipping requested,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000653,SUP0022,PRD0003,2668,2668.0,2189.25,5840919.0,JPY,1.0,2024/02/04,2024-04-18,24-Apr-2024,Fully Received,CIF,Hamburg,5116.79,James Chen,Approved,Quality hold pending lab results,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000654,SUP0024,PRD0001,-206,0.0,2416.4,497778.4,JPY,1.0,10/02/24,2024-12-15,,Open,FOB,Yokohama,1113.7,David Park,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000655,SUP0002,PRD0020,4588,0.0,2167.22,9943205.36,EUR,1.0,2024-02-12,26/04/2024,,Cancelled,EXW,Vancouver,22732.19,Priya Patel,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000656,SUP0006,,2230,0.0,2825.07,6299906.1,USD,0.7743,2024-04-24,04 July 2024,,Open,FCA,Rotterdam,7975.56,Luca Ferretti,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000657,SUP0004,PRD0008,1214,288.0,2534.67,3077089.38,SEK,1.3061,2024-03-31,2024-04-10,05 April 2024,Partially Received,FCA,Shanghai,4633.86,James Chen,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000658,SUP0032,PRD0037,1522,0.0,189.17,287916.74,BRL,1.1738,2024-05-17,2024-06-16,,Open,DDP,Santos,5964.28,Maria Santos,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000659,SUP0005,PRD0035,4707,4707.0,2357.89 USD,11098588.23,CAD,1.0,2022-11-20,2023-02-11,2023-03-02,Fully Received,CIF,Hamburg,25404.95,,Rejected,Price renegotiated Q4,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000660,,PRD0017,848,119.0,133.38 USD,113106.24,BRL,1.0,2024-10-14,2024-12-23,2024-12-24,Partially Received,fob,,4575.88,,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000661,SUP0040,PRD0028,254,254.0,1585.49,402714.46,CAD,1.3446,16 December 2023,2024-01-20,02/19/24,Fully Received,cif,Yokohama,608.41 USD,Luca Ferretti,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000662,SUP0027,PRD0013,3904,0.0,2144.09,8370527.36 USD,EUR,1.0,2024/09/21,11/06/24,,Open,fob,Santos,28052.73,Priya Patel,Approved,Quality hold pending lab results,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000663,SUP0025,PRD0028,754,0.0,718.07,541424.78,CAD,1.0,2024-01-28,2024-03-21,,Cancelled,CIF,,1765.96,,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000664,SUP0005,PRD0023,4487,4487.0,1327.7,5957389.9,CAD,0.8209,2023-09-06,04 December 2023,2023-12-28,Fully Received,CIF,,15086.97,Anna Kowalski,Approved,Price renegotiated Q4,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000665,SUP0018,PRD0006,213,0.0,"$1,595.72",339888.36,BRL,1.0961,2024-06-18,07/10/24,,Open,DAP,Rotterdam,462.19,,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000666,SUP0025,PRD0007,98,87.0,2504.81,245471.38,JPY,1.0509,2022-07-13,2022-09-23,30-Sep-2022,Partially Received,fob,Port of LA,89.62,David Park,Approved,Price renegotiated Q4,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000667,SUP0035,PRD0007,350,40.0,1104.59,386606.5 USD,CAD,1.0,2023-05-03,2023/06/16,2023-07-01,Partially Received,FCA,Port of NY,613.73,Priya Patel,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000668,SUP0026,PRD0035,678,678.0,2686.29,1821304.62,JPY,1.0,21-May-2023,2023-06-08,06-03-2023,Fully Received,DAP,Yokohama,841.5,Maria Santos,approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000669,SUP0008,PRD0003,2384,2384.0,240.77,573995.68,NOK,0.8668,06/04/24,07-27-2024,02 August 2024,Fully Received,DAP,Santos,9779.69,James Chen,Approved,Expedited shipping requested,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
   PO000670,SUP0007,PRD0007,1965,261.0,447.23,878806.95,USD,1.0,2022-08-01,2022-09-28,2022-09-23,Partially Received,FOB ,,5150.66,Priya Patel,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000671,SUP0012,PRD0012,219,0.0,551.36,120747.84,EUR,1.2899,2023-09-24,2023-11-17,,Open,FOB,Port of LA,280.92,Luca Ferretti,Approved,Expedited shipping requested,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
  PO000672 ,SUP0006,PRD0012,3705,3705.0,1475.88,5468135.4,CAD,1.0,05-16-2022,2022-06-24,16-Jul-2022,Fully Received,FOB ,Yokohama,11642.32,Anna Kowalski,Rejected,TBD,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000673,SUP0023,PRD0028,1895,0.0,1347.25,2553038.75,JPY,1.0,29-Jan-2024,2024-03-31,,Open,EXW,Hamburg,3903.91,James Chen,Approved,Price renegotiated Q4,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
 PO000674  ,SUP0033,PRD0026,3356,3356.0,1602.09,5376614.04,CAD,1.1933,08/01/24,2024-09-23,2024-10-23,Fully Received,EXW,Shanghai,15147.11,David Park,Approved,Expedited shipping requested,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000675,SUP0005,PRD0027,2373,2373.0,1725.63,4094919.99,CAD,1.0,2022-01-18,2022-04-11,24 April 2022, Fully Received  ,cif,Port of NY,16315.87,Anna Kowalski,Approved,Expedited shipping requested,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000676,SUP0018,PRD0030,4872,4872.0,2320.92,11307522.24,NOK,1.0,2024-01-22,2024-03-15,2024-03-17,Fully Received,,Vancouver,23754.86,Maria Santos,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000677,SUP0010,PRD0016,4166,0.0,1785.15,7436934.9,SEK,1.1384,27/08/2024,12 November 2024,,Cancelled,fob,Vancouver,30814.92,James Chen,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000678,SUP0020,PRD0005,3719,3719.0,348.25,1295141.75,NOK,0.8254,2022-05-05,07-09-2022,2022-07-28,Fullyreceived,fob,Shanghai,15686.47,Maria Santos,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000679,SUP0013,PRD0035,4427,4427.0,1632.95,7229069.65,SEK,1.0,01-04-2022,2022-02-18,2022-02-26,Fully Received,EXW,Rotterdam,21313.53,James Chen,Approved,Quality hold pending lab results,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000680,SUP0003,PRD0019,4026,4026.0,2968.95,11952992.7,SEK,1.0295,2023-03-02,2023-05-15,2023-05-17,Fully Received,FOB ,Shanghai,3170.59,Maria Santos,APPROVED,Expedited shipping requested,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000681,SUP0017,PRD0030,4677,0.0,1768.41,8270853.57,EUR,0.8445,2022-07-31,08/11/22,, Cancelled  ,FOB,Vancouver,32264.82,David Park,approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000682,SUP0007,PRD0034,4396,0.0,545.06,2396083.76,EUR,1.0699,2024-11-01,2024-12-04,,Open,,Santos,33575.8 USD,James Chen,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000683,SUP0039,PRD0036,4301,1290.0,1085.21,4667488.21,SEK,1.0,2024-08-18,10/21/24,2024-11-04,Partially Received,FOB,Vancouver,5667.13,Robert Kleinman,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000684,SUP0037,PRD0026,2380,2380.0,2966.7,7060746.0,NOK,1.0,10/13/24,2024/12/28,29/12/2024,Fully Received,cif,Rotterdam,8671.46,Maria Santos,Pending,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000685,SUP0038,PRD0015,2136,2136.0,1566.66,3346385.76,CAD,1.0,11-Apr-2024,2024-04-23,05/14/24,Fully Received,DDP,Port of LA,2538.4,Robert Kleinman,Approved,Expedited shipping requested,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000686,SUP0005,PRD0031,3072,3072.0,299.71,920709.12,BRL,0.8506,2023-06-11,2023-08-11,2023-09-05,Fully Received,cif,Hamburg,12071.47,Maria Santos,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000687,SUP0038,PRD0021,4970,4970.0,140.12,696396.4,JPY,1.107,2024-04-28,2024-05-19,2024-06-06,Fully Received,EXW,Shanghai,18301.12,James Chen,Approved,Force majeure clause active,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000688,SUP0003,,1771,1771.0,914.78,1620075.38,SEK,0.8175,30-Mar-2023,2023/05/04,05-May-2023,Fully Received,fob,Port of LA,8725.6,Priya Patel,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000689,SUP0031,PRD0010,4606,4606.0,2468.39,11369404.34,NOK,1.2576,2023-01-12,03/28/23,2023-04-08,Fully Received,EXW,Hamburg,25240.01,James Chen,approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000690, SUP0022  ,PRD0016,4114,0.0,2752.44,11323538.16,CAD,1.1312,2023-05-18,2023-07-13,,Open,DAP,,20167.55,David Park,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000691,SUP0010,PRD0011,3792,,1535.85,5823943.2,BRL,1.0,2024-07-21,2024-08-15,13 August 2024,Fully Received,cif,,24141.57,Robert Kleinman,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000692,SUP0015,PRD0003,3173,3173.0,1623.96,5152825.08,EUR,0.848,2023/10/21,2023-12-06,2023-12-08,Fully Received,DDP,Rotterdam,15167.26,,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000693, SUP0017,PRD0022,3076,,2133.22,6561784.72,SEK,0.9438,2024/10/04,2024-12-07,2024-12-07,Fully Received,DAP,Hamburg,19135.06,David Park,Approved,Expedited shipping requested,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000694,SUP0016,PRD0040,541,541.0,2397.44,1297015.04,BRL,,2023-07-14,2023-08-04,2023-08-08,  Fully Received ,EXW,Yokohama,2209.45,James Chen,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000695,SUP0024,PRD0005,1932,1932.0,1805.07,3487395.24,NOK,0.8039,23/09/2022,2022-12-22,2022-12-31,Fully Received,,Port of LA,2208.19,Priya Patel,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000696,SUP0003,PRD0004,2809,2809.0,1402.72,3940240.48,JPY,0.843,2022-12-21,2023-01-13,2023-01-17,Fully Received,EXW,,12865.65,James Chen,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
 PO000697  ,SUP0008,PRD0005,892,570.0,1289.49,1150225.08,CAD,1.0,2022-02-03,2022-04-13,2022-04-17,Partially Received,CIF,,"$1,518.93",Luca Ferretti,APPROVED,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000698,SUP0020,PRD0029,468,0.0,1434.04,671130.72,SEK,1.0,2024-06-17,2024-08-04,,Open,fob,Rotterdam,2839.82,Anna Kowalski,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000699,SUP0020,PRD0017,502,502.0,2059.75,1033994.5,NOK,1.1675,27 December 2024,2025/01/04,2024-12-30,Fully Received,EXW,Shanghai,3388.28,Robert Kleinman,pending,Expedited shipping requested,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000700,SUP0021,PRD0004,452,0.0,1176.76,531895.52,BRL,1.2854,05/11/2023,2023-11-18,, Open  ,fob,Yokohama,1262.64,David Park,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000701,SUP0016,PRD0005,3535,3535.0,1147.71,4057154.85,EUR,1.0,12/05/2022,2022-08-08,2022-09-02,Fully Received,DAP,Port of NY,21109.13,Priya Patel,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000702,SUP0011,PRD0024,4317,4317.0,2344.53,10121336.01,USD,1.122,07-Mar-2022,2022-06-05,06-15-2022,Fully Received,FOB,Yokohama,9151.31,,Approved,Price renegotiated Q4,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
   PO000703,  SUP0009  ,PRD0036,568,147.0,"$2,104.22",1195196.96,SEK,1.2042,2024-01-12,2024-03-20,03/29/24,Partially Received,cif,Rotterdam,1555.38,Anna Kowalski,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000704,SUP0027,PRD0013,903,,94.91,85703.73,NOK,1.0,2023-01-22,2023-02-14,2023-02-14,Fully Received,DAP,Santos,1046.13 USD,Robert Kleinman,pending,Expedited shipping requested,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000705,SUP0032,PRD0023,786,563.0,2337.32,1837133.52,USD,1.2077,01-13-2024,2024-04-02,2024-04-14,Partially Received,DDP,Port of LA,6033.58,Luca Ferretti,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000706,SUP0004,PRD0001,1534,1534.0,2609.35,4002742.9,EUR,1.0341,2024-11-16,2025-01-23,2025-02-21,Fully Received,fob,Port of NY,2378.34,James Chen,Pending,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000707,SUP0033,PRD0037,2832,2832.0,1613.6,4569715.2,EUR,1.0,2024-09-16,2024-12-11,2024-12-30,Fully Received,DAP,Port of LA,17094.79,Luca Ferretti,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000708,SUP0014,PRD0004,4021,4021.0,971.19,3905154.99,JPY,1.0,22 December 2024,2025-02-18,2025-03-14,Fully Received,DAP,,15114.77,David Park,Approved,Price renegotiated Q4,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000709,SUP0036,PRD0038,3884,3884.0,1369.19,5317933.96,EUR,1.1326,2024/05/24,16-Aug-2024,2024-09-12,Fully Received,EXW,Santos,20031.56,David Park,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000710,SUP0037,PRD0015,3033,,660.01,2001810.33,EUR,0.8397,21/05/2023,24/06/2023,2023-06-24,Fully Received,FCA,Port of NY,5527.69,James Chen,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000711,SUP0035,PRD0024,2513,0.0,1648.91,4143710.83,USD,1.0,2023-01-29,2023-03-04,,Open,cif,Port of LA,6834.29,Robert Kleinman,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000712,SUP0014,PRD0013,889,889.0,237.43 USD,211075.27,USD,1.0,2023-02-18,23/03/2023,2023-03-24,Fully Received,DAP,Rotterdam,5963.5,,Approved,TBD,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
 PO000713 ,SUP0019,PRD0034,2334,2334.0,1053.05,2457818.7,NOK,1.0,16/09/2022,29-Sep-2022,2022-10-16,Fully Received,DDP,Santos,2013.53,Robert Kleinman,Approved,Expedited shipping requested,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000714,SUP0007,PRD0005,2335,2335.0,1615.0,3771025.0,USD,1.1061,2022-09-21,2022-12-17,17/12/2022,Fully Received,DDP,Shanghai,14914.96,Maria Santos,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
  PO000715 ,SUP0003,PRD0002,2030,1638.0,835.55,1696166.5,SEK,1.0,19/03/2024,2024-04-15,2024-04-15,Partially Received,FCA,Hamburg,5189.92,David Park,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000716,SUP0017,PRD0007,0,0.0,682.79,0.0,USD,0.8322,21/09/2022,2022-10-12,07-Oct-2022,Fully Received,FOB ,Port of NY,0.0,Anna Kowalski,Approved,Price renegotiated Q4,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000717,SUP0034,PRD0037,3338,,"$2,663.05",8889260.9,NOK,0.8203,09/07/2024,2024-07-18,2024-07-23,   Partially Received  ,DAP,Vancouver,2668.31,Priya Patel,approved,Force majeure clause active,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000718,SUP0036,PRD0019,1902,0.0,1222.82,2325803.64,BRL,1.0115,2022-11-23,12/02/22,,Cancelled,cif,Shanghai,5260.83,Maria Santos,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000719,SUP0028,PRD0039,1309,1309.0,"$1,326.79",1736768.11,EUR,1.0,17-Sep-2023,2023-09-24,2023-09-16,Fully Received,fob,Vancouver,1074.79,James Chen,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000720,SUP0020,PRD0016,4035,4035.0,2164.49,8733717.15,EUR,1.0,2022-04-23,06/07/2022,2022-07-19,  Fully Received ,,Rotterdam,27010.92,David Park,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000721,SUP0026,PRD0001,4563,4563.0,2510.15,11453814.45,SEK,1.0,2022-05-30,2022-08-21,08-17-2022,Fully Received,cif,Rotterdam,18126.12,James Chen,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000722,SUP0018,PRD0038,545,545.0,2272.27,1238387.15,USD,1.1733,2024-10-14,01-12-2025,2025-01-18,Fully Received,fob,,4099.92,David Park,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
 PO000723  ,SUP0025,PRD0010,-2270,-2015.0,1966.62,4464227.4,NOK,0.8754,2022-05-21,2022-08-15,14-Aug-2022,Partially Received,cif,,8541.99,David Park,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000724,SUP0003,PRD0004,4365,4365.0,2863.13,12497562.45,NOK,1.0,2023-05-19,2023/06/25,2023-07-11,partially received,FOB ,Santos,10646.26 USD,David Park,Approved,Quality hold pending lab results,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
 PO000725, SUP0034  ,PRD0011,1556,0.0,2732.36,4251552.16,JPY,,2023-11-06,2024-01-02,,Open,,,830.83,Maria Santos,Approved,TBD,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000726,  SUP0001,PRD0028,1966,1966.0,2346.98,4614162.68,JPY,1.0,2022-09-14,2022-10-07,2022-10-22,Fully Received,EXW,Santos,15020.19,Priya Patel,Pending,TBD,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
   PO000727,SUP0035,PRD0001,1531,0.0,329.47,504418.57,NOK,1.0859,2023-04-10,14 May 2023,,   Open  ,CIF,Yokohama,3467.21,,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000728,SUP0006,PRD0027,2685,2685.0,1904.13,5112589.05,JPY,,2023-01-13,03 March 2023,2023-01-12,Fully Received,FOB,Santos,9149.61,David Park,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000729,SUP0039,PRD0006,2300,2300.0,2479.41,5702643.0,EUR,1.0,2022-10-22,2022-12-10,17/12/2022,Fully Received,EXW,Yokohama,16315.13,James Chen,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000730,SUP0003,PRD0011,274,104.0,1586.32,434651.68,BRL,1.0965,2022-08-28,25 September 2022,2022-10-04,Partially Received,FCA,Santos,344.09,James Chen,Rejected,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000731,SUP0040,PRD0036,2175,0.0,921.04 USD,2003262.0,USD,1.0,2022-11-09,2023-01-29,,OPEN,DDP,Santos,11701.05,Anna Kowalski,APPROVED,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000732,SUP0023,PRD0005,3272,0.0,2141.99,7008591.28,CAD,1.2853,2023-10-02,2023-11-16,,  Open  ,FOB ,Port of LA,25119.98,David Park,Pending,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000733,,PRD0024,3472,3472.0,1652.87,5738764.64,NOK,1.0,30-Nov-2023,2024/02/07,2024-02-06,Fully Received,CIF,Yokohama,8005.66,Maria Santos,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
  PO000734  ,,PRD0030,437,0.0,485.35,212097.95,,1.1114,2023-10-28,2023-12-07,,Open,FOB ,Vancouver,3133.56,Maria Santos,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000735,SUP0020,PRD0034,1495,1495.0,1508.32,2254938.4,NOK,1.2888,2024-05-08,2024-05-27,2024-06-24, Fully Received ,FOB,Rotterdam,11006.87,Anna Kowalski,Approved,Price renegotiated Q4,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000736,SUP0017,PRD0019,540,540.0,"$1,746.15",942921.0,EUR,0.7976,2024-12-06,2025-01-23,2025-02-06,Fully Received,DAP,Hamburg,457.8,Robert Kleinman,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000737,SUP0027,PRD0028,3775,0.0,1919.2,7244980.0,JPY,1.223,2024-09-23,2024-10-21,,Open,FOB ,Port of NY,14303.78,Maria Santos,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000738,SUP0039,PRD0026,1284,251.0,2131.16,2736409.44,SEK,0.853,2023-10-21,11-17-2023,2023-11-25,Partially Received,FOB,Port of NY,707.47,David Park,Approved,Price renegotiated Q4,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000739,SUP0004,PRD0021,4351,4351.0,604.18,2628787.18,SEK,1.0,2023-05-09,08/03/23,2023-07-31,Fully Received,CIF,,21571.43,Anna Kowalski,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000740,SUP0023,PRD0017,2665,1214.0,1849.22,4928171.3,BRL,1.0,2024-12-12,2025-01-25,2025-01-31,Partially Received,FCA,Shanghai,19117.19,Maria Santos,Approved,Force majeure clause active,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000741,SUP0026,PRD0009,4589,0.0,2009.12,9219851.68,NOK,1.3125,07 April 2024,2024-06-05,,Open,FOB,Hamburg,33719.43,Priya Patel,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000742,   SUP0022  ,PRD0039,3257,3257.0,1444.42,4704475.94,EUR,1.2668,10-04-2023,11/04/23,11-07-2023,Fully Received,FOB ,Yokohama,10780.03,Robert Kleinman,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000743,SUP0021,PRD0028,4561,983.0,574.05,2618242.05,BRL,1.0,25/08/2022,2022-09-22,2022-09-27,Partially Received,FOB ,,21163.42,Priya Patel,rejected,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000744,SUP0028,PRD0010,2137,0.0,2646.78,5656168.86,BRL,1.0842,2024-12-12,2025-02-19,,Cancelled,FOB,Yokohama,6002.48 USD,Anna Kowalski,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000745,SUP0024,PRD0013,124,124.0,2507.02,310870.48,CAD,1.2938,2024/09/04,2024-11-30,2024-12-14,Fully Received,FOB,Shanghai,175.43,David Park,Approved,Force majeure clause active,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000746,SUP0005,PRD0023,1973,1973.0,1704.16,3362307.68,BRL,,02/13/24,2024-04-30,2024-05-09,Fully Received,EXW,Shanghai,9382.51,Anna Kowalski,APPROVED,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000747,SUP0011,PRD0009,594,594.0,2143.3,1273120.2,USD,1.0,01-18-2022,2022-02-19,2022-02-19,Fully Received,EXW,Vancouver,2820.81,Priya Patel,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000748,SUP0013,PRD0035,4461,4461.0,1536.64 USD,6854951.04,SEK,1.2549,2024-03-03,2024-03-10,2024-04-04,Fully Received,EXW,Yokohama,19962.03,Robert Kleinman,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000749,SUP0016,PRD0022,372,372.0,2344.8,"$872,265.60",JPY,1.0,2022-06-19,2022-07-01,2022-07-08,Fully Received,cif,,271.46,Anna Kowalski,Approved,Price renegotiated Q4,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000750,SUP0032,PRD0028,749,749.0,1726.96,1293493.04,NOK,1.0,2022-12-30,2023-01-20,2023-02-04,Fully Received,DDP,Santos,3703.04,Anna Kowalski,Approved,Price renegotiated Q4,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
