OrderID,CustomerID,ProductID,Division,OrderedQty,UnitPrice_USD,LineTotal_USD,DiscountPct,OrderDate,RequestedDeliveryDate,Status,SalesChannel,SalesRepID,POReference,SpecialInstructions,IsRush,SourceSystem,_silver_transformed_at,is_return,discounted_unit_price,calc_line_total_usd
SO0001991,CUST00037,PRD0008,Central National,1615.0,841.76,1359442.4,1.5,2023-03-28,2023-04-04,Delivered,Direct Sales,,CUST-PO-34417,Fragile - handle with care,False,,2026-06-24 00:14:16.766567,False,829.1336,1339050.76
SO0001992,CUST00004,PRD0036,Central National,-353.0,1630.29,575492.37,10.9,2023-11-17,2023-12-05,Delivered,Broker,REP035,CUST-PO-12828,,False,Web Portal,2026-06-24 00:14:16.766567,True,1452.5884,512763.71
SO0001993,CUST00024,PRD0015,Lindenmeyr Publications,96.0,2258.16,216783.36,14.5,2024-01-12,2024-01-31,Processing,Agent,REP022,CUST-PO-40551,Requires lift gate,False,EDI,2026-06-24 00:14:16.766567,False,1930.7268,185349.77
SO0001994,CUST00037,PRD0019,Central National,59.0,3136.13,185031.67,17.1,2023-03-18,2023-03-27,Processing,Agent,,CUST-PO-19723,,False,CRM,2026-06-24 00:14:16.766567,False,2599.8518,153391.26
SO0001995,CUST00019,PRD0002,Lindenmeyr Publications,399.0,,,17.1,2024-06-06,2024-06-29,Shipped,Direct Sales,REP022,CUST-PO-58839,,True,SQL_Server_Sales,2026-06-24 00:14:16.766567,False,,
SO0001997,CUST00007,PRD0028,Lindenmeyr Publications,433.0,1861.84,806176.72,10.8,2023-03-04,2023-03-14,Delivered,E-Commerce,REP024,CUST-PO-55184,Fragile - handle with care,False,SQL_Server_Sales,2026-06-24 00:14:16.766567,False,1660.7613,719109.64
SO0001998,CUST00013,PRD0029,North American Distribution,1839.0,1551.63,2853447.57,5.5,2022-11-27,2022-12-20,Delivered,<Na>,REP036,CUST-PO-84091,TBC,False,Web Portal,2026-06-24 00:14:16.766567,False,1466.2904,2696508.05
SO0001999,CUST00032,PRD0031,Lindenmeyr Publications,1567.0,2269.32,3556024.44,2.9,2022-06-30,2022-07-14,Delivered,Broker,REP002,CUST-PO-84790,Call before delivery,False,CRM,2026-06-24 00:14:16.766567,False,2203.5097,3452899.7
SO0002000,CUST00045,PRD0030,North American Distribution,1923.0,2660.7,,9.8,2023-01-16,2023-02-10,Cancelled,Broker,REP020,CUST-PO-53437,,False,EDI,2026-06-24 00:14:16.766567,False,2399.9514,4615106.54
SO0002001,CUST00056,PRD0008,Central National,1508.0,,1293034.6,3.0,2024-09-19,2024-09-26,Delivered,E-Commerce,REP019,,,False,SQL_Server_Sales,2026-06-24 00:14:16.766567,False,,
SO0002002,CUST00067,PRD0002,Lindenmeyr Publications,1089.0,1160.55,1263838.95,12.3,2022-09-30,2022-10-28,Delivered,E-Commerce,REP010,CUST-PO-10193,,False,EDI,2026-06-24 00:14:16.766567,False,1017.8024,1108386.81
SO0002003,CUST00036,PRD0028,Central National,618.0,,303036.3,4.6,2022-07-18,2022-07-25,Delivered,Broker,REP029,CUST-PO-89723,,True,SQL_Server_Sales,2026-06-24 00:14:16.766567,False,,
SO0002004,CUST00021,PRD0034,Lindenmeyr Publications,767.0,,,7.4,2022-11-10,2022-12-02,Delivered,Broker,REP031,CUST-PO-86450,,False,SQL_Server_Sales,2026-06-24 00:14:16.766567,False,,
SO0002005,CUST00015,PRD0004,Lindenmeyr Publications,183.0,887.34,162383.22,3.1,2023-05-22,2023-06-17,Delivered,E-Commerce,REP020,CUST-PO-25436,Deliver to dock B,True,CRM,2026-06-24 00:14:16.766567,False,859.8325,157349.35
SO0002006,CUST00058,PRD0016,Central National,746.0,2878.84,2147614.64,2.6,2024-01-17,2024-02-06,Confirmed,E-Commerce,REP037,CUST-PO-31777,,True,EDI,2026-06-24 00:14:16.766567,False,2803.9902,2091776.69
SO0002007,CUST00014,PRD0003,Central National,512.0,1551.29,794260.48,0.0,2024-07-15,2024-07-30,Delivered,Agent,REP022,CUST-PO-61264,Deliver to dock B,True,SQL_Server_Sales,2026-06-24 00:14:16.766567,False,1551.29,794260.48
SO0002008,CUST00068,PRD0005,Central National,1714.0,2194.62,3761578.68,0.0,2022-11-05,2022-11-19,Delivered,Direct Sales,REP021,,TBC,False,Web Portal,2026-06-24 00:14:16.766567,False,2194.62,3761578.68
SO0002009,CUST99799,PRD0040,Central National,1319.0,2444.07,,17.0,2024-05-27,2024-05-30,Delivered,E-Commerce,REP038,CUST-PO-28848,Call before delivery,True,Web Portal,2026-06-24 00:14:16.766567,False,2028.5781,2675694.51
SO0002011,CUST00003,PRD0024,North American Distribution,1263.0,730.58,922722.54,8.1,2024-01-15,2024-02-11,Shipped,Agent,REP026,CUST-PO-60547,,False,EDI,2026-06-24 00:14:16.766567,False,671.403,847981.99
SO0002012,CUST00014,PRD0031,North American Distribution,702.0,1144.03,,0.1,2023-03-13,2023-04-01,Delivered,Inside Sales,REP016,CUST-PO-11663,,False,EDI,2026-06-24 00:14:16.766567,False,1142.886,802305.97
SO0002013,CUST00008,PRD0031,Central National,1428.0,1724.63,2462771.64,8.0,2024-01-06,2024-02-02,Shipped,Agent,REP039,CUST-PO-49058,,False,SQL_Server_Sales,2026-06-24 00:14:16.766567,False,1586.6596,2265749.91
SO0002014,CUST00064,PRD0003,Lindenmeyr Publications,584.0,2305.09,1346172.56,1.8,2023-04-09,2023-04-27,Confirmed,Agent,,CUST-PO-16642,Fragile - handle with care,True,CRM,2026-06-24 00:14:16.766567,False,2263.5984,1321941.47
SO0002015,CUST00004,PRD0029,<Na>,1093.0,,,8.9,2023-03-08,2023-04-04,Cancelled,Inside Sales,REP004,CUST-PO-46873,,False,CRM,2026-06-24 00:14:16.766567,False,,
SO0002016,CUST00064,PRD0002,North American Distribution,451.0,1280.76,577622.76,16.5,2022-02-25,2022-03-24,Confirmed,Direct Sales,REP005,CUST-PO-51193,,False,EDI,2026-06-24 00:14:16.766567,False,1069.4346,482315.0
SO0002017,CUST00022,PRD0003,Central National,-1750.0,2184.04,3822070.0,2.1,2023-07-10,2023-08-07,Processing,Agent,REP025,CUST-PO-52019,Deliver to dock B,False,CRM,2026-06-24 00:14:16.766567,True,2138.1752,3741806.6
SO0002018,CUST00046,PRD0009,Lindenmeyr Publications,-128.0,1772.24,226846.72,11.1,2022-06-25,2022-06-28,Delivered,Direct Sales,REP010,CUST-PO-55274,Fragile - handle with care,False,EDI,2026-06-24 00:14:16.766567,True,1575.5214,201666.74
SO0002019,CUST00036,PRD0022,Lindenmeyr Publications,1130.0,1346.07,1521059.1,0.0,,2022-11-28,Delivered,Direct Sales,REP002,CUST-PO-87354,Call before delivery,False,Web Portal,2026-06-24 00:14:16.766567,False,1346.07,1521059.1
SO0002020,CUST00053,PRD0003,North American Distribution,667.0,2413.13,1609557.71,13.1,2024-04-30,,Processing,Agent,REP040,CUST-PO-33064,Call before delivery,True,CRM,2026-06-24 00:14:16.766567,False,2097.01,1398705.67
SO0002021,CUST00037,PRD0019,Central National,1142.0,,825483.28,14.4,2022-11-19,2022-12-17,Delivered,E-Commerce,REP004,CUST-PO-50640,TBC,False,SQL_Server_Sales,2026-06-24 00:14:16.766567,False,,
SO0002022,CUST00001,PRD0008,North American Distribution,1115.0,1671.39,1863599.85,19.8,2023-12-29,2024-01-07,Delivered,E-Commerce,REP029,CUST-PO-24520,,False,,2026-06-24 00:14:16.766567,False,1340.4548,1494607.1
SO0002023,CUST00001,PRD0040,Central National,1906.0,1909.02,3638592.12,8.8,2024-04-04,2024-04-08,Delivered,E-Commerce,,CUST-PO-74739,,False,SQL_Server_Sales,2026-06-24 00:14:16.766567,False,1741.0262,3318395.94
SO0002024,CUST00031,PRD0011,Central National,1599.0,2247.1,3593112.9,8.2,,2024-02-10,Processing,Broker,REP013,CUST-PO-12350,,True,SQL_Server_Sales,2026-06-24 00:14:16.766567,False,2062.8378,3298477.64
SO0002025,CUST00012,PRD0037,North American Distribution,25.0,1947.7,48692.5,5.8,2022-01-09,2022-10-01,Partially Shipped,Inside Sales,REP038,CUST-PO-20238,,False,CRM,2026-06-24 00:14:16.766567,False,1834.7334,45868.34
SO0002026,CUST00064,PRD0027,North American Distribution,357.0,2951.36,1053635.52,6.3,2023-08-09,2023-08-31,Delivered,E-Commerce,REP001,CUST-PO-26031,,False,,2026-06-24 00:14:16.766567,False,2765.4243,987256.48
SO0002027,CUST00020,PRD0032,Lindenmeyr Publications,133.0,3068.62,408126.46,19.5,2022-11-11,,Delivered,Direct Sales,REP012,CUST-PO-96308,,False,EDI,2026-06-24 00:14:16.766567,False,2470.2391,328541.8
SO0002028,CUST00013,PRD0039,Central National,1189.0,2581.66,3069593.74,12.5,2023-09-04,2023-09-29,Partially Shipped,E-Commerce,REP031,CUST-PO-53258,,True,EDI,2026-06-24 00:14:16.766567,False,2258.9525,2685894.52
SO0002029,CUST00062,PRD0012,North American Distribution,1074.0,990.01,1063270.74,1.5,2024-07-09,2024-07-23,Delivered,Agent,REP017,,,False,SQL_Server_Sales,2026-06-24 00:14:16.766567,False,975.1598,1047321.63
SO0002030,CUST00031,PRD0006,Lindenmeyr Publications,1051.0,2737.62,2877238.62,18.8,2024-02-21,2024-02-29,Delivered,E-Commerce,REP023,CUST-PO-28413,Fragile - handle with care,True,CRM,2026-06-24 00:14:16.766567,False,2222.9474,2336317.72
SO0002031,CUST00054,PRD0040,Central National,480.0,1949.24,935635.2,8.3,2023-12-26,2024-01-19,Delivered,Direct Sales,REP005,CUST-PO-53635,Requires lift gate,False,SQL_Server_Sales,2026-06-24 00:14:16.766567,False,1787.4531,857977.49
SO0002032,CUST00027,PRD0026,Central National,1032.0,2234.21,,10.6,,2024-03-03,Shipped,Inside Sales,REP014,CUST-PO-76772,TBC,False,SQL_Server_Sales,2026-06-24 00:14:16.766567,False,1997.3837,2061299.98
SO0002033,CUST00047,PRD0022,Central National,1467.0,488.17,716145.39,11.1,2023-07-06,2023-07-21,Delivered,E-Commerce,REP027,CUST-PO-66894,,False,Web Portal,2026-06-24 00:14:16.766567,False,433.9831,636653.21
SO0002034,CUST00012,PRD0011,Central National,1362.0,2357.78,3211296.36,17.3,2022-08-22,2022-09-20,Delivered,Inside Sales,REP037,CUST-PO-57069,,False,EDI,2026-06-24 00:14:16.766567,False,1949.8841,2655742.14
SO0002035,CUST00070,PRD0009,Lindenmeyr Publications,1640.0,2440.1,4001764.0,16.0,2024-08-17,2024-08-31,Partially Shipped,E-Commerce,REP015,CUST-PO-52039,,True,CRM,2026-06-24 00:14:16.766567,False,2049.684,3361481.76
SO0002036,CUST00003,PRD0005,Central National,1048.0,3160.49,3312193.52,5.6,2023-09-11,2023-09-08,Delivered,Inside Sales,,CUST-PO-42829,,False,SQL_Server_Sales,2026-06-24 00:14:16.766567,False,2983.5026,3126710.72
SO0002037,CUST00017,PRD0007,Central National,1983.0,167.09,331339.47,14.0,2023-09-11,2023-10-03,Delivered,E-Commerce,REP030,CUST-PO-87651,,True,Web Portal,2026-06-24 00:14:16.766567,False,143.6974,284951.94
SO0002038,CUST00019,PRD0035,Central National,1931.0,1804.19,3483890.89,1.8,2024-10-20,2024-10-24,Processing,Agent,REP003,CUST-PO-43286,TBC,False,CRM,2026-06-24 00:14:16.766567,False,1771.7146,3421180.89
SO0002039,CUST00016,PRD0023,Central National,1769.0,1005.61,1778924.09,6.0,2022-01-22,2022-02-19,Delivered,Broker,REP013,CUST-PO-87687,,False,EDI,2026-06-24 00:14:16.766567,False,945.2734,1672188.64
SO0002041,CUST00017,PRD0032,Central National,399.0,760.76,303543.24,15.2,2022-12-02,2022-12-13,Delivered,Inside Sales,REP006,CUST-PO-32236,,False,CRM,2026-06-24 00:14:16.766567,False,645.1245,257404.68
SO0002042,CUST00055,PRD0027,North American Distribution,1833.0,1344.54,2464541.82,4.5,2023-07-09,2023-09-26,Delivered,Agent,REP032,CUST-PO-68230,,False,SQL_Server_Sales,2026-06-24 00:14:16.766567,False,1284.0357,2353637.44
SO0002043,CUST00027,PRD0037,North American Distribution,1991.0,2305.73,4590708.43,5.1,2024-03-18,2024-04-12,Delivered,Direct Sales,REP024,CUST-PO-43764,Requires lift gate,True,Web Portal,2026-06-24 00:14:16.766567,False,2188.1378,4356582.36
SO0002044,CUST00032,PRD0020,North American Distribution,952.0,112.31,106919.12,16.7,2024-08-22,2024-08-26,Delivered,Direct Sales,REP022,CUST-PO-54726,Fragile - handle with care,False,SQL_Server_Sales,2026-06-24 00:14:16.766567,False,93.5542,89063.6
SO0002045,CUST00050,PRD0026,North American Distribution,1789.0,2703.46,4836489.94,3.4,2024-12-16,2025-01-01,Delivered,Inside Sales,REP015,CUST-PO-90607,,True,EDI,2026-06-24 00:14:16.766567,False,2611.5424,4672049.35
SO0002046,CUST00017,PRD0030,Central National,942.0,2194.85,2067548.7,10.0,2022-09-16,2022-10-04,Delivered,Broker,REP026,CUST-PO-85827,,True,CRM,2026-06-24 00:14:16.766567,False,1975.365,1860793.83
SO0002047,CUST00052,PRD0020,Central National,1953.0,1256.47,,15.1,2024-03-03,2024-03-12,Delivered,<Na>,REP008,CUST-PO-25913,,False,SQL_Server_Sales,2026-06-24 00:14:16.766567,False,1066.743,2083349.08
SO0002048,CUST00032,PRD0001,North American Distribution,1928.0,,3363106.8,1.4,2022-09-25,2022-10-16,Delivered,Agent,REP017,CUST-PO-76271,,True,CRM,2026-06-24 00:14:16.766567,False,,
SO0002049,CUST00064,PRD0004,North American Distribution,1643.0,1132.22,1860237.46,17.0,2024-08-31,2024-09-19,Delivered,E-Commerce,REP030,CUST-PO-53686,,False,CRM,2026-06-24 00:14:16.766567,False,939.7426,1543997.09
SO0002050,CUST00069,PRD0020,North American Distribution,480.0,2270.93,1090046.4,19.2,,2024-07-18,Delivered,Broker,,CUST-PO-40669,,False,Web Portal,2026-06-24 00:14:16.766567,False,1834.9114,880757.47
SO0002051,CUST00061,PRD0015,Lindenmeyr Publications,307.0,1128.55,346464.85,18.4,2024-04-04,2024-04-26,Delivered,E-Commerce,REP007,CUST-PO-58502,Fragile - handle with care,False,CRM,2026-06-24 00:14:16.766567,False,920.8968,282715.32
SO0002052,CUST00002,PRD0008,Central National,720.0,2433.21,1751911.2,5.9,,2023-03-16,Delivered,Agent,REP034,CUST-PO-30903,,False,,2026-06-24 00:14:16.766567,False,2289.6506,1648548.43
SO0002053,CUST00069,PRD0024,North American Distribution,1306.0,2452.9,3203487.4,6.6,2024-08-17,2024-09-03,Delivered,Inside Sales,REP004,CUST-PO-66928,,True,EDI,2026-06-24 00:14:16.766567,False,2291.0086,2992057.23
SO0002054,CUST00030,PRD0009,Lindenmeyr Publications,1340.0,1434.81,1922645.4,17.6,2023-09-03,2023-09-10,Delivered,E-Commerce,,CUST-PO-81240,,False,CRM,2026-06-24 00:14:16.766567,False,1182.2834,1584259.76
SO0002055,CUST00060,PRD0033,North American Distribution,1789.0,,3897175.49,9.8,2022-07-02,2022-07-17,Delivered,<Na>,REP031,CUST-PO-51245,Requires lift gate,False,SQL_Server_Sales,2026-06-24 00:14:16.766567,False,,
SO0002056,CUST00039,PRD0025,Lindenmeyr Publications,994.0,0.0,0.0,0.0,2024-07-21,2024-08-03,Delivered,Inside Sales,REP002,CUST-PO-42451,TBC,False,Web Portal,2026-06-24 00:14:16.766567,False,0.0,0.0
SO0002057,CUST00017,PRD0032,North American Distribution,1637.0,3166.66,5183822.42,14.8,2023-04-19,2023-05-15,Processing,Agent,REP027,CUST-PO-77079,,True,EDI,2026-06-24 00:14:16.766567,False,2697.9943,4416616.67
SO0002058,CUST00052,PRD0009,<Na>,384.0,3084.33,1184382.72,9.7,2022-08-21,2022-08-25,Cancelled,Agent,,,,True,CRM,2026-06-24 00:14:16.766567,False,2785.15,1069497.6
SO0002059,CUST00033,PRD0002,Lindenmeyr Publications,945.0,1192.44,1126855.8,4.0,2023-01-12,2023-01-19,Delivered,Direct Sales,REP023,,,True,CRM,2026-06-24 00:14:16.766567,False,1144.7424,1081781.57
SO0002060,CUST00036,PRD0007,Central National,1429.0,883.61,1262678.69,13.7,2024-11-17,2024-12-16,Delivered,Broker,REP008,CUST-PO-54756,,False,EDI,2026-06-24 00:14:16.766567,False,762.5554,1089691.67
SO0002061,CUST00055,PRD0012,Lindenmeyr Publications,113.0,,194135.13,1.3,2023-02-11,2023-02-14,Cancelled,Direct Sales,,CUST-PO-52906,Deliver to dock B,False,SQL_Server_Sales,2026-06-24 00:14:16.766567,False,,
SO0002062,CUST99817,PRD0035,Lindenmeyr Publications,82.0,2918.4,239308.8,10.4,2024-09-11,2024-09-14,Shipped,Agent,REP032,CUST-PO-42812,,False,EDI,2026-06-24 00:14:16.766567,False,2614.8864,214420.68
SO0002063,CUST00006,PRD0015,<Na>,1908.0,2088.7,,4.7,2024-07-12,2024-07-01,Delivered,Broker,REP002,CUST-PO-52207,,False,EDI,2026-06-24 00:14:16.766567,False,1990.5311,3797933.34
SO0002064,CUST00017,PRD0040,Central National,0.0,131.22,0.0,6.6,2022-01-06,2022-02-04,Delivered,Inside Sales,REP018,CUST-PO-96825,TBC,False,Web Portal,2026-06-24 00:14:16.766567,False,122.5595,0.0
SO0002065,CUST00049,PRD0025,Central National,74.0,1485.13,109899.62,6.1,2024-09-17,2024-10-09,Delivered,E-Commerce,REP033,CUST-PO-30626,Call before delivery,False,SQL_Server_Sales,2026-06-24 00:14:16.766567,False,1394.5371,103195.75
SO0002066,CUST00042,PRD0013,Central National,0.0,1890.36,0.0,17.2,2023-05-11,2023-05-25,Delivered,Inside Sales,REP018,CUST-PO-29963,,False,SQL_Server_Sales,2026-06-24 00:14:16.766567,False,1565.2181,0.0
SO0002067,CUST00032,PRD0004,North American Distribution,1493.0,1938.3,2893881.9,5.5,,2024-01-19,Delivered,<Na>,REP017,CUST-PO-79641,Fragile - handle with care,False,EDI,2026-06-24 00:14:16.766567,False,1831.6935,2734718.4
SO0002068,CUST00038,PRD0005,North American Distribution,1349.0,1274.48,1719273.52,19.2,2023-11-05,2023-11-26,Delivered,Inside Sales,REP002,CUST-PO-33643,,False,EDI,2026-06-24 00:14:16.766567,False,1029.7798,1389172.95
SO0002069,CUST00060,PRD0002,Lindenmeyr Publications,0.0,660.8,,1.4,2024-04-20,2024-05-07,Delivered,Direct Sales,REP039,CUST-PO-44647,,False,SQL_Server_Sales,2026-06-24 00:14:16.766567,False,651.5488,0.0
SO0002070,CUST00050,PRD0002,Lindenmeyr Publications,1584.0,1296.18,2053149.12,0.0,2022-09-19,,On Hold,Direct Sales,REP029,,,False,SQL_Server_Sales,2026-06-24 00:14:16.766567,False,1296.18,2053149.12
SO0002071,CUST00023,PRD0032,Central National,1217.0,,3889130.39,8.0,2022-07-02,2022-07-20,Delivered,Broker,REP018,CUST-PO-73801,Deliver to dock B,True,Web Portal,2026-06-24 00:14:16.766567,False,,
SO0002072,CUST00004,PRD0039,Central National,-927.0,2494.0,2311938.0,14.2,2024-07-07,2024-08-05,Delivered,Agent,REP025,CUST-PO-95937,,False,CRM,2026-06-24 00:14:16.766567,True,2139.852,1983642.8
SO0002074,CUST99408,PRD0019,North American Distribution,246.0,1650.23,405956.58,10.7,2022-10-03,2022-10-26,Delivered,Broker,REP015,CUST-PO-83775,TBC,False,EDI,2026-06-24 00:14:16.766567,False,1473.6554,362519.23
SO0002075,CUST00017,PRD0011,Central National,1231.0,963.39,1185933.09,11.2,2023-03-18,2023-03-24,Delivered,Direct Sales,REP001,CUST-PO-17416,,False,Web Portal,2026-06-24 00:14:16.766567,False,855.4903,1053108.56
SO0002076,CUST00037,PRD0006,North American Distribution,736.0,,1494506.88,16.5,,2024-04-30,Delivered,Inside Sales,REP002,CUST-PO-20757,,False,Web Portal,2026-06-24 00:14:16.766567,False,,
SO0002077,CUST00034,PRD0018,Central National,840.0,2144.09,1801035.6,14.2,2023-08-14,2023-07-09,Delivered,E-Commerce,REP029,CUST-PO-31464,Fragile - handle with care,False,EDI,2026-06-24 00:14:16.766567,False,1839.6292,1545288.53
SO0002078,CUST00010,PRD0002,North American Distribution,299.0,2545.52,761110.48,7.4,2024-07-17,2024-08-03,Cancelled,Inside Sales,REP011,CUST-PO-26782,,False,SQL_Server_Sales,2026-06-24 00:14:16.766567,False,2357.1515,704788.3
SO0002079,CUST00028,PRD0031,Lindenmeyr Publications,396.0,,295412.04,19.2,2024-04-27,2024-08-05,Delivered,Agent,REP013,CUST-PO-67242,,False,CRM,2026-06-24 00:14:16.766567,False,,
SO0002080,CUST00023,PRD0008,Central National,1690.0,694.33,1173417.7,14.4,2023-05-09,2023-06-06,Delivered,Agent,REP004,CUST-PO-70418,,False,SQL_Server_Sales,2026-06-24 00:14:16.766567,False,594.3465,1004445.58
SO0002081,CUST00001,PRD0021,North American Distribution,784.0,2767.36,2169610.24,8.3,2022-12-19,2023-01-09,Processing,E-Commerce,REP007,CUST-PO-60113,,True,EDI,2026-06-24 00:14:16.766567,False,2537.6691,1989532.57
SO0002082,CUST00004,PRD0040,North American Distribution,1725.0,898.72,1550292.0,0.0,2024-05-08,2024-05-12,Delivered,Agent,REP033,CUST-PO-16160,,False,EDI,2026-06-24 00:14:16.766567,False,898.72,1550292.0
SO0002083,CUST00031,PRD0008,North American Distribution,1789.0,,3589395.93,0.6,2023-11-09,2023-12-04,Delivered,E-Commerce,REP005,CUST-PO-12922,,False,SQL_Server_Sales,2026-06-24 00:14:16.766567,False,,
SO0002084,CUST00007,PRD0031,Central National,1575.0,160.46,252724.5,10.2,2023-04-08,2023-04-28,Delivered,E-Commerce,REP022,,,False,EDI,2026-06-24 00:14:16.766567,False,144.0931,226946.63
SO0002085,CUST00029,PRD0022,Central National,1958.0,2624.69,5139143.02,13.7,2024-02-07,2024-03-06,Delivered,Agent,REP004,CUST-PO-78547,,False,Web Portal,2026-06-24 00:14:16.766567,False,2265.1075,4435080.49
SO0002086,CUST00044,PRD0006,Lindenmeyr Publications,1033.0,2211.22,2284190.26,7.4,,2023-03-01,Cancelled,E-Commerce,REP014,,,False,SQL_Server_Sales,2026-06-24 00:14:16.766567,False,2047.5897,2115160.16
SO0002087,CUST00005,PRD0034,Central National,1778.0,1059.12,1883115.36,3.8,2023-07-15,2023-07-31,Delivered,E-Commerce,REP008,CUST-PO-51744,,False,Web Portal,2026-06-24 00:14:16.766567,False,1018.8734,1811556.91
SO0002088,CUST00029,PRD0037,<Na>,677.0,676.43,457943.11,9.4,,2022-01-21,Delivered,Direct Sales,REP039,CUST-PO-20979,Call before delivery,False,CRM,2026-06-24 00:14:16.766567,False,612.8456,414896.47
SO0002089,CUST00064,PRD0027,North American Distribution,1324.0,5.53,7321.72,13.3,2024-04-17,2024-04-30,On Hold,Inside Sales,REP035,CUST-PO-46421,,True,SQL_Server_Sales,2026-06-24 00:14:16.766567,False,4.7945,6347.92
SO0002090,CUST00018,PRD0039,North American Distribution,150.0,501.06,75159.0,3.6,2022-10-12,,Delivered,Agent,REP022,CUST-PO-60430,Deliver to dock B,False,EDI,2026-06-24 00:14:16.766567,False,483.0218,72453.27
SO0002091,CUST00048,PRD0012,Lindenmeyr Publications,646.0,1264.84,817086.64,9.3,,2025-01-13,Delivered,E-Commerce,REP008,CUST-PO-82491,Fragile - handle with care,False,EDI,2026-06-24 00:14:16.766567,False,1147.2099,741097.6
SO0002092,CUST00011,PRD0029,North American Distribution,916.0,0.0,0.0,10.4,2023-04-16,2023-05-04,Confirmed,Direct Sales,REP026,CUST-PO-86936,Fragile - handle with care,True,Web Portal,2026-06-24 00:14:16.766567,False,0.0,0.0
SO0002093,CUST00004,PRD0034,<Na>,1498.0,782.86,1172724.28,5.9,2023-02-01,2023-02-16,Processing,E-Commerce,REP034,CUST-PO-97703,TBC,False,,2026-06-24 00:14:16.766567,False,736.6713,1103533.61
SO0002094,CUST00068,PRD0030,North American Distribution,477.0,0.0,0.0,6.7,2024-04-24,2024-05-18,Shipped,E-Commerce,REP019,CUST-PO-28955,Call before delivery,False,CRM,2026-06-24 00:14:16.766567,False,0.0,0.0
SO0002095,CUST00068,PRD0009,Lindenmeyr Publications,225.0,24.71,5559.75,6.0,2023-01-28,2023-01-19,Delivered,Broker,REP004,CUST-PO-35920,Call before delivery,False,CRM,2026-06-24 00:14:16.766567,False,23.2274,5226.16
SO0002096,CUST00066,PRD0039,Central National,111.0,772.65,85764.15,9.7,2024-06-01,2024-01-29,Shipped,Direct Sales,REP025,CUST-PO-86126,Call before delivery,False,EDI,2026-06-24 00:14:16.766567,False,697.703,77445.03
SO0002097,CUST00005,PRD0023,Lindenmeyr Publications,334.0,223.59,74679.06,5.2,2022-11-26,2022-12-12,Delivered,Broker,,CUST-PO-67676,,False,EDI,2026-06-24 00:14:16.766567,False,211.9633,70795.74
SO0002098,CUST00062,PRD0001,Central National,382.0,910.75,347906.5,0.0,2024-10-29,2024-11-03,Delivered,Agent,REP023,CUST-PO-78340,Call before delivery,True,SQL_Server_Sales,2026-06-24 00:14:16.766567,False,910.75,347906.5
SO0002099,CUST00066,PRD0036,North American Distribution,637.0,41.83,26645.71,16.6,2024-09-19,2024-09-26,Partially Shipped,Broker,REP004,CUST-PO-68486,,False,SQL_Server_Sales,2026-06-24 00:14:16.766567,False,34.8862,22222.51
SO0002101,CUST00045,PRD0036,Central National,1099.0,1872.02,2057349.98,15.5,2022-06-27,2022-07-21,Delivered,Agent,REP009,CUST-PO-57499,,True,Web Portal,2026-06-24 00:14:16.766567,False,1581.8569,1738460.73
SO0002102,CUST00043,PRD0023,North American Distribution,1806.0,1541.08,2783190.48,15.4,2023-05-27,2023-06-09,Delivered,E-Commerce,REP007,CUST-PO-28729,,False,,2026-06-24 00:14:16.766567,False,1303.7537,2354579.18
SO0002103,CUST00053,PRD0039,Central National,731.0,1492.71,1091171.01,17.8,2023-12-15,2023-12-29,Delivered,Agent,REP033,CUST-PO-32127,Call before delivery,False,Web Portal,2026-06-24 00:14:16.766567,False,1227.0076,896942.56
SO0002104,CUST00046,PRD0022,Central National,34.0,412.3,14018.2,8.5,2023-12-23,2024-01-17,Delivered,Broker,REP020,CUST-PO-40184,,True,Web Portal,2026-06-24 00:14:16.766567,False,377.2545,12826.65
SO0002105,CUST00020,PRD0031,North American Distribution,1228.0,1651.25,2027735.0,13.5,2023-07-01,,Delivered,E-Commerce,REP009,CUST-PO-98731,Requires lift gate,False,SQL_Server_Sales,2026-06-24 00:14:16.766567,False,1428.3312,1753990.71
SO0002106,CUST00021,PRD0034,North American Distribution,1030.0,2217.27,2283788.1,3.6,2023-09-06,2023-10-06,Delivered,Direct Sales,REP023,,Fragile - handle with care,False,EDI,2026-06-24 00:14:16.766567,False,2137.4483,2201571.75
SO0002107,CUST00049,PRD0023,Lindenmeyr Publications,862.0,994.59,857336.58,0.0,2024-04-02,2024-04-06,Delivered,Broker,REP008,CUST-PO-56437,,False,EDI,2026-06-24 00:14:16.766567,False,994.59,857336.58
SO0002108,CUST00034,PRD0018,North American Distribution,1807.0,2007.98,3628419.86,15.0,2024-07-22,2024-08-11,Delivered,Broker,REP030,CUST-PO-77977,Call before delivery,False,Web Portal,2026-06-24 00:14:16.766567,False,1706.783,3084156.88
SO0002109,CUST00001,PRD0011,North American Distribution,309.0,2568.98,793814.82,8.0,,2022-11-20,Confirmed,Broker,REP032,CUST-PO-25677,Call before delivery,False,CRM,2026-06-24 00:14:16.766567,False,2363.4616,730309.63
SO0002110,CUST00032,PRD0013,North American Distribution,1445.0,367.72,531355.4,2.5,2022-09-30,2022-10-12,On Hold,E-Commerce,REP018,CUST-PO-10139,,False,EDI,2026-06-24 00:14:16.766567,False,358.527,518071.51
