POID,SupplierID,ProductID,OrderedQty,ReceivedQty,UnitCost_USD,TotalCost_USD,Currency,ExchangeRate,OrderDate,ExpectedDeliveryDate,ActualDeliveryDate,Status,IncoTerms,PortOfLoading,FreightCost_USD,BuyerName,ApprovalStatus,Notes,_silver_transformed_at,actual_lead_time_days,expected_lead_time_days,is_late_delivery,receipt_rate
PO000608,SUP0033,PRD0016,1602.0,1602.0,1936.04,3101536.08,CAD,1.0,2023-07-26,2023-08-03,2023-07-20,Fully Received,EXW,Shanghai,2539.91,Maria Santos,Approved,Expedited shipping requested,2026-06-24 00:14:16.766567,-6.0,8.0,0.0,1.0
PO000609,SUP0035,PRD0010,752.0,,573.86,431542.72,JPY,1.3323,2022-10-17,2022-11-30,2022-12-28,Fully Received,DDP,Port Of Ny,2003.8,,Approved,,2026-06-24 00:14:16.766567,72.0,44.0,1.0,
PO000610,SUP0023,PRD0001,4476.0,0.0,1443.44,6460837.44,CAD,1.0,2024-02-20,2024-03-10,,Cancelled,EXW,Rotterdam,13556.06,James Chen,Approved,,2026-06-24 00:14:16.766567,,19.0,,0.0
PO000611,SUP0031,PRD0017,330.0,140.0,589.61,194571.3,SEK,1.0,,2024-09-06,2024-09-03,Partially Received,FOB,<Na>,831.28,Maria Santos,Approved,,2026-06-24 00:14:16.766567,,,0.0,0.4242
PO000612,SUP0022,PRD0021,4316.0,4316.0,,11852685.52,EUR,1.0,2022-11-06,2023-01-05,2023-01-18,Fully Received,FCA,Hamburg,25120.72,David Park,Pending,Price renegotiated Q4,2026-06-24 00:14:16.766567,73.0,60.0,1.0,1.0
PO000613,SUP0022,PRD0015,3620.0,3620.0,1502.41,5438724.2,CAD,1.1773,2024-10-09,2024-05-11,2024-12-02,Fully Received,EXW,Rotterdam,,Anna Kowalski,Approved,,2026-06-24 00:14:16.766567,54.0,-151.0,1.0,1.0
PO000614,SUP0023,PRD0011,369.0,0.0,852.1,314424.9,NOK,1.0,2024-06-24,2024-09-21,,Open,FOB,<Na>,2217.74,Maria Santos,Approved,,2026-06-24 00:14:16.766567,,89.0,,0.0
PO000615,SUP0017,PRD0039,3505.0,3505.0,2634.9,9235324.5,USD,1.0,2023-10-08,2023-10-28,2023-10-24,Fully Received,CIF,Rotterdam,23512.23,Robert Kleinman,Approved,,2026-06-24 00:14:16.766567,16.0,20.0,0.0,1.0
PO000616,SUP0031,PRD0010,991.0,617.0,1431.2,1418319.2,CAD,1.1234,2024-03-26,2024-06-13,2024-06-08,Partially Received,CIF,Hamburg,574.79,Maria Santos,Approved,Quality hold pending lab results,2026-06-24 00:14:16.766567,74.0,79.0,0.0,0.6226
PO000617,SUP0023,PRD0034,3665.0,697.0,2395.95,8781156.75,SEK,1.0,2023-04-30,2023-07-06,2023-07-19,Partially Received,FCA,Yokohama,18194.54,,Approved,,2026-06-24 00:14:16.766567,80.0,67.0,1.0,0.1902
PO000618,SUP0003,PRD0013,3107.0,0.0,1785.02,5546057.14,JPY,1.2436,2022-03-24,2022-05-10,,Open,FOB,Santos,13512.22,David Park,Approved,,2026-06-24 00:14:16.766567,,47.0,,0.0
PO000619,SUP0030,PRD0020,3528.0,3528.0,293.31,1034797.68,USD,1.0,2024-06-10,2024-07-22,2024-08-12,Fully Received,EXW,Shanghai,15305.13,David Park,Approved,,2026-06-24 00:14:16.766567,63.0,42.0,1.0,1.0
PO000620,SUP0023,PRD0006,1439.0,1439.0,1992.94,,USD,0.9375,2024-12-22,2025-03-04,2025-03-08,Fully Received,EXW,<Na>,7846.8,Priya Patel,Approved,Expedited shipping requested,2026-06-24 00:14:16.766567,76.0,72.0,1.0,1.0
PO000622,SUP0030,PRD0012,-4356.0,-4356.0,1456.28,6343555.68,NOK,0.9716,2022-11-01,2022-12-18,2022-12-14,Fully Received,FOB,<Na>,33238.4,Robert Kleinman,Approved,Price renegotiated Q4,2026-06-24 00:14:16.766567,43.0,47.0,0.0,
PO000623,SUP0029,PRD0019,1652.0,281.0,176.28,291214.56,SEK,1.0,2024-03-15,2024-05-28,2024-06-11,Partially Received,DAP,Shanghai,7230.87,Maria Santos,Pending,Expedited shipping requested,2026-06-24 00:14:16.766567,88.0,74.0,1.0,0.1701
PO000624,SUP0031,PRD0036,4251.0,4251.0,1932.37,8214504.87,EUR,1.3395,2023-03-04,2023-04-10,2023-04-13,Fully Received,EXW,Vancouver,31350.45,David Park,Approved,Expedited shipping requested,2026-06-24 00:14:16.766567,40.0,37.0,1.0,1.0
PO000625,SUP0001,PRD0034,3384.0,0.0,2206.64,7467269.76,CAD,1.0,,2025-01-14,,Open,FOB,Yokohama,6912.54,James Chen,Approved,Price renegotiated Q4,2026-06-24 00:14:16.766567,,,,0.0
PO000626,SUP0009,PRD0009,3343.0,0.0,1901.77,6357617.11,<NA>,0.8859,2024-10-02,2024-12-10,,Cancelled,DDP,Port Of La,,Maria Santos,Approved,,2026-06-24 00:14:16.766567,,69.0,,0.0
PO000627,SUP0009,PRD0029,3730.0,3730.0,2073.15,7732849.5,CAD,1.0,2022-06-21,2022-07-14,2022-07-28,Fully Received,DDP,Port Of Ny,25646.53,Luca Ferretti,Approved,,2026-06-24 00:14:16.766567,37.0,23.0,1.0,1.0
PO000628,SUP0028,PRD0037,2670.0,2670.0,1625.55,4340218.5,JPY,1.0,2024-03-25,2024-04-17,2024-04-13,Fully Received,EXW,Hamburg,2244.41,Maria Santos,Approved,Force majeure clause active,2026-06-24 00:14:16.766567,19.0,23.0,0.0,1.0
PO000629,SUP0025,PRD0006,2333.0,1873.0,1530.79,3571333.07,SEK,0.8005,2024-05-06,2024-07-08,2024-07-22,Partially Received,EXW,<Na>,6862.87,Anna Kowalski,Approved,Expedited shipping requested,2026-06-24 00:14:16.766567,77.0,63.0,1.0,0.8028
PO000630,SUP0008,PRD0015,853.0,0.0,1259.21,1074106.13,NOK,1.0,2023-11-09,2023-11-21,,Cancelled,FOB,Yokohama,1953.98,,Approved,Quality hold pending lab results,2026-06-24 00:14:16.766567,,12.0,,0.0
PO000631,SUP0037,PRD0015,1618.0,1618.0,914.16,,SEK,1.2311,2024-08-06,2024-10-04,2024-07-30,Fully Received,DAP,Rotterdam,,Anna Kowalski,Pending,,2026-06-24 00:14:16.766567,-7.0,59.0,0.0,1.0
PO000632,SUP0005,PRD0016,3225.0,,,4702082.25,BRL,1.0198,2023-03-04,2023-05-29,,Open,FOB,Hamburg,4176.36,Maria Santos,Approved,,2026-06-24 00:14:16.766567,,86.0,,
PO000633,SUP0022,PRD0024,2309.0,,1384.5,3196810.5,CAD,1.0,2022-07-27,2022-09-05,2022-09-21,Fully Received,DAP,<Na>,6565.8,Priya Patel,Approved,Quality hold pending lab results,2026-06-24 00:14:16.766567,56.0,40.0,1.0,
PO000634,SUP0006,PRD0032,2501.0,2501.0,2928.15,7323303.15,BRL,1.3231,2024-11-21,2025-01-18,2025-02-08,Partially Received,DDP,Port Of Ny,18329.76,David Park,Approved,,2026-06-24 00:14:16.766567,79.0,58.0,1.0,1.0
PO000635,SUP0006,PRD0016,2594.0,0.0,1661.12,4308945.28,BRL,1.1587,2024-02-21,2024-04-27,,Open,DAP,Vancouver,2389.63,Maria Santos,Approved,Expedited shipping requested,2026-06-24 00:14:16.766567,,66.0,,0.0
PO000636,SUP0024,PRD0004,235.0,235.0,2793.19,656399.65,NOK,1.0,2023-07-29,2023-09-16,2023-09-21,Fully Received,FCA,Rotterdam,1203.75,Anna Kowalski,Approved,,2026-06-24 00:14:16.766567,54.0,49.0,1.0,1.0
PO000637,SUP0025,PRD0016,2977.0,0.0,2840.46,8456049.42,SEK,1.0,2023-02-01,2023-02-10,,Cancelled,CIF,Rotterdam,4229.46,Robert Kleinman,Approved,,2026-06-24 00:14:16.766567,,9.0,,0.0
PO000638,SUP0014,PRD0039,3051.0,3051.0,2708.47,8263541.97,NOK,1.1481,2024-01-12,2024-02-08,2024-02-04,Fully Received,CIF,<Na>,23168.05,Anna Kowalski,Approved,Expedited shipping requested,2026-06-24 00:14:16.766567,23.0,27.0,0.0,1.0
PO000639,SUP0010,PRD0015,1666.0,0.0,1499.38,2497967.08,SEK,1.0486,2023-06-13,2023-08-17,,Cancelled,FOB,Yokohama,10842.63,Anna Kowalski,Approved,,2026-06-24 00:14:16.766567,,65.0,,0.0
PO000640,SUP0003,PRD0037,4985.0,4985.0,,9723840.7,CAD,1.0,2024-04-10,2024-05-29,2024-06-22,Fully Received,DAP,Shanghai,33108.82,Robert Kleinman,Approved,,2026-06-24 00:14:16.766567,73.0,49.0,1.0,1.0
PO000641,SUP0026,PRD0006,2324.0,0.0,,6503737.24,SEK,0.7729,,2024-01-19,,Open,DAP,Yokohama,14966.42,Robert Kleinman,Approved,,2026-06-24 00:14:16.766567,,,,0.0
PO000642,SUP0032,PRD0022,3183.0,2096.0,2742.59,8729663.97,USD,,2024-11-05,2025-01-29,2025-01-30,Partially Received,EXW,<Na>,3163.05,David Park,Approved,,2026-06-24 00:14:16.766567,86.0,85.0,1.0,0.6585
PO000643,SUP0032,PRD0029,1807.0,491.0,,3178404.58,BRL,1.1241,,2022-10-16,2022-10-15,Partially Received,FOB,Port Of La,1360.94,,Approved,,2026-06-24 00:14:16.766567,,,0.0,0.2717
PO000644,SUP0039,PRD0011,4945.0,3449.0,1603.06,7927131.7,JPY,0.7641,2024-06-29,2024-09-08,2024-09-05,Partially Received,FOB,<Na>,26709.77,James Chen,Approved,,2026-06-24 00:14:16.766567,68.0,71.0,0.0,0.6975
PO000645,SUP0033,PRD0022,567.0,567.0,1433.16,812601.72,SEK,1.0289,2023-07-23,2023-08-07,2023-08-25,Fully Received,CIF,Santos,1618.44,Priya Patel,Pending,,2026-06-24 00:14:16.766567,33.0,15.0,1.0,1.0
PO000646,SUP0011,PRD0029,1239.0,531.0,2824.4,3499431.6,JPY,0.9598,2022-07-19,,2022-08-20,Partially Received,FOB,Santos,2272.9,Robert Kleinman,Pending,,2026-06-24 00:14:16.766567,32.0,,0.0,0.4286
PO000647,SUP0031,PRD0022,1749.0,1749.0,1177.37,2059220.13,BRL,1.0,2023-03-10,2023-05-14,2023-05-29,Fully Received,FCA,Rotterdam,1579.37,David Park,Approved,Price renegotiated Q4,2026-06-24 00:14:16.766567,80.0,65.0,1.0,1.0
PO000648,SUP0018,PRD0027,2359.0,2359.0,1070.88,2526205.92,SEK,1.0,2022-11-01,2023-10-01,2023-01-22,Fully Received,FOB,<Na>,17629.55,Maria Santos,Approved,Expedited shipping requested,2026-06-24 00:14:16.766567,82.0,334.0,0.0,1.0
PO000649,SUP0032,PRD0005,0.0,0.0,,0.0,CAD,1.3405,2022-07-16,2022-09-08,2022-08-06,Partially Received,CIF,Shanghai,0.0,Luca Ferretti,Approved,,2026-06-24 00:14:16.766567,21.0,54.0,0.0,
PO000650,SUP0034,PRD0034,73.0,0.0,2698.61,196998.53,EUR,0.8675,2024-11-06,2024-11-24,,Cancelled,FOB,Rotterdam,208.47,David Park,Approved,,2026-06-24 00:14:16.766567,,18.0,,0.0
PO000651,SUP0008,PRD0009,4928.0,4928.0,871.01,4292337.28,USD,1.0,2023-03-18,2023-06-11,2023-06-24,Fully Received,EXW,Shanghai,21518.92,Priya Patel,Approved,TBD,2026-06-24 00:14:16.766567,98.0,85.0,1.0,1.0
PO000652,SUP0039,PRD0011,-518.0,0.0,378.76,196197.68,SEK,0.813,2023-08-26,2023-09-16,,Cancelled,DAP,Rotterdam,3142.33,,Approved,Expedited shipping requested,2026-06-24 00:14:16.766567,,21.0,,
PO000653,SUP0022,PRD0003,2668.0,2668.0,2189.25,5840919.0,JPY,1.0,,2024-04-18,2024-04-24,Fully Received,CIF,Hamburg,5116.79,James Chen,Approved,Quality hold pending lab results,2026-06-24 00:14:16.766567,,,1.0,1.0
PO000654,SUP0024,PRD0001,-206.0,0.0,2416.4,497778.4,JPY,1.0,2024-10-02,2024-12-15,,Open,FOB,Yokohama,1113.7,David Park,Approved,,2026-06-24 00:14:16.766567,,74.0,,
PO000655,SUP0002,PRD0020,4588.0,0.0,2167.22,9943205.36,EUR,1.0,2024-02-12,,,Cancelled,EXW,Vancouver,22732.19,Priya Patel,Approved,,2026-06-24 00:14:16.766567,,,,0.0
PO000657,SUP0004,PRD0008,1214.0,288.0,2534.67,3077089.38,SEK,1.3061,2024-03-31,2024-04-10,2024-04-05,Partially Received,FCA,Shanghai,4633.86,James Chen,Approved,,2026-06-24 00:14:16.766567,5.0,10.0,0.0,0.2372
PO000658,SUP0032,PRD0037,1522.0,0.0,189.17,287916.74,BRL,1.1738,2024-05-17,2024-06-16,,Open,DDP,Santos,5964.28,Maria Santos,Approved,,2026-06-24 00:14:16.766567,,30.0,,0.0
PO000659,SUP0005,PRD0035,4707.0,4707.0,,11098588.23,CAD,1.0,2022-11-20,2023-02-11,2023-03-02,Fully Received,CIF,Hamburg,25404.95,,Rejected,Price renegotiated Q4,2026-06-24 00:14:16.766567,102.0,83.0,1.0,1.0
PO000661,SUP0040,PRD0028,254.0,254.0,1585.49,402714.46,CAD,1.3446,2023-12-16,2024-01-20,2024-02-19,Fully Received,CIF,Yokohama,,Luca Ferretti,Approved,,2026-06-24 00:14:16.766567,65.0,35.0,1.0,1.0
PO000662,SUP0027,PRD0013,3904.0,0.0,2144.09,,EUR,1.0,,2024-11-06,,Open,FOB,Santos,28052.73,Priya Patel,Approved,Quality hold pending lab results,2026-06-24 00:14:16.766567,,,,0.0
PO000663,SUP0025,PRD0028,754.0,0.0,718.07,541424.78,CAD,1.0,2024-01-28,2024-03-21,,Cancelled,CIF,<Na>,1765.96,,Approved,,2026-06-24 00:14:16.766567,,53.0,,0.0
PO000664,SUP0005,PRD0023,4487.0,4487.0,1327.7,5957389.9,CAD,0.8209,2023-09-06,2023-12-04,2023-12-28,Fully Received,CIF,<Na>,15086.97,Anna Kowalski,Approved,Price renegotiated Q4,2026-06-24 00:14:16.766567,113.0,89.0,1.0,1.0
PO000665,SUP0018,PRD0006,213.0,0.0,,339888.36,BRL,1.0961,2024-06-18,2024-07-10,,Open,DAP,Rotterdam,462.19,,Approved,,2026-06-24 00:14:16.766567,,22.0,,0.0
PO000666,SUP0025,PRD0007,98.0,87.0,2504.81,245471.38,JPY,1.0509,2022-07-13,2022-09-23,2022-09-30,Partially Received,FOB,Port Of La,89.62,David Park,Approved,Price renegotiated Q4,2026-06-24 00:14:16.766567,79.0,72.0,1.0,0.8878
PO000667,SUP0035,PRD0007,350.0,40.0,1104.59,,CAD,1.0,2023-05-03,,2023-07-01,Partially Received,FCA,Port Of Ny,613.73,Priya Patel,Approved,,2026-06-24 00:14:16.766567,59.0,,0.0,0.1143
PO000668,SUP0026,PRD0035,678.0,678.0,2686.29,1821304.62,JPY,1.0,2023-05-21,2023-06-08,2023-06-03,Fully Received,DAP,Yokohama,841.5,Maria Santos,Approved,,2026-06-24 00:14:16.766567,13.0,18.0,0.0,1.0
PO000669,SUP0008,PRD0003,2384.0,2384.0,240.77,573995.68,NOK,0.8668,2024-06-04,2024-07-27,2024-08-02,Fully Received,DAP,Santos,9779.69,James Chen,Approved,Expedited shipping requested,2026-06-24 00:14:16.766567,59.0,53.0,1.0,1.0
PO000670,SUP0007,PRD0007,1965.0,261.0,447.23,878806.95,USD,1.0,2022-08-01,2022-09-28,2022-09-23,Partially Received,FOB,<Na>,5150.66,Priya Patel,Approved,,2026-06-24 00:14:16.766567,53.0,58.0,0.0,0.1328
PO000671,SUP0012,PRD0012,219.0,0.0,551.36,120747.84,EUR,1.2899,2023-09-24,2023-11-17,,Open,FOB,Port Of La,280.92,Luca Ferretti,Approved,Expedited shipping requested,2026-06-24 00:14:16.766567,,54.0,,0.0
PO000672,SUP0006,PRD0012,3705.0,3705.0,1475.88,5468135.4,CAD,1.0,2022-05-16,2022-06-24,2022-07-16,Fully Received,FOB,Yokohama,11642.32,Anna Kowalski,Rejected,TBD,2026-06-24 00:14:16.766567,61.0,39.0,1.0,1.0
PO000673,SUP0023,PRD0028,1895.0,0.0,1347.25,2553038.75,JPY,1.0,2024-01-29,2024-03-31,,Open,EXW,Hamburg,3903.91,James Chen,Approved,Price renegotiated Q4,2026-06-24 00:14:16.766567,,62.0,,0.0
PO000674,SUP0033,PRD0026,3356.0,3356.0,1602.09,5376614.04,CAD,1.1933,2024-08-01,2024-09-23,2024-10-23,Fully Received,EXW,Shanghai,15147.11,David Park,Approved,Expedited shipping requested,2026-06-24 00:14:16.766567,83.0,53.0,1.0,1.0
PO000675,SUP0005,PRD0027,2373.0,2373.0,1725.63,4094919.99,CAD,1.0,2022-01-18,2022-04-11,2022-04-24,Fully Received,CIF,Port Of Ny,16315.87,Anna Kowalski,Approved,Expedited shipping requested,2026-06-24 00:14:16.766567,96.0,83.0,1.0,1.0
PO000676,SUP0018,PRD0030,4872.0,4872.0,2320.92,11307522.24,NOK,1.0,2024-01-22,2024-03-15,2024-03-17,Fully Received,<NA>,Vancouver,23754.86,Maria Santos,Approved,,2026-06-24 00:14:16.766567,55.0,53.0,1.0,1.0
PO000677,SUP0010,PRD0016,4166.0,0.0,1785.15,7436934.9,SEK,1.1384,,2024-11-12,,Cancelled,FOB,Vancouver,30814.92,James Chen,Approved,,2026-06-24 00:14:16.766567,,,,0.0
PO000678,SUP0020,PRD0005,3719.0,3719.0,348.25,1295141.75,NOK,0.8254,2022-05-05,2022-07-09,2022-07-28,Fully Received,FOB,Shanghai,15686.47,Maria Santos,Approved,,2026-06-24 00:14:16.766567,84.0,65.0,1.0,1.0
PO000679,SUP0013,PRD0035,4427.0,4427.0,1632.95,7229069.65,SEK,1.0,2022-01-04,2022-02-18,2022-02-26,Fully Received,EXW,Rotterdam,21313.53,James Chen,Approved,Quality hold pending lab results,2026-06-24 00:14:16.766567,53.0,45.0,1.0,1.0
PO000680,SUP0003,PRD0019,4026.0,4026.0,2968.95,11952992.7,SEK,1.0295,2023-03-02,2023-05-15,2023-05-17,Fully Received,FOB,Shanghai,3170.59,Maria Santos,Approved,Expedited shipping requested,2026-06-24 00:14:16.766567,76.0,74.0,1.0,1.0
PO000681,SUP0017,PRD0030,4677.0,0.0,1768.41,8270853.57,EUR,0.8445,2022-07-31,2022-08-11,,Cancelled,FOB,Vancouver,32264.82,David Park,Approved,,2026-06-24 00:14:16.766567,,11.0,,0.0
PO000682,SUP0007,PRD0034,4396.0,0.0,545.06,2396083.76,EUR,1.0699,2024-11-01,2024-12-04,,Open,<NA>,Santos,,James Chen,Approved,,2026-06-24 00:14:16.766567,,33.0,,0.0
PO000683,SUP0039,PRD0036,4301.0,1290.0,1085.21,4667488.21,SEK,1.0,2024-08-18,2024-10-21,2024-11-04,Partially Received,FOB,Vancouver,5667.13,Robert Kleinman,Approved,,2026-06-24 00:14:16.766567,78.0,64.0,1.0,0.2999
PO000684,SUP0037,PRD0026,2380.0,2380.0,2966.7,7060746.0,NOK,1.0,2024-10-13,,2024-12-29,Fully Received,CIF,Rotterdam,8671.46,Maria Santos,Pending,,2026-06-24 00:14:16.766567,77.0,,0.0,1.0
PO000685,SUP0038,PRD0015,2136.0,2136.0,1566.66,3346385.76,CAD,1.0,2024-04-11,2024-04-23,2024-05-14,Fully Received,DDP,Port Of La,2538.4,Robert Kleinman,Approved,Expedited shipping requested,2026-06-24 00:14:16.766567,33.0,12.0,1.0,1.0
PO000686,SUP0005,PRD0031,3072.0,3072.0,299.71,920709.12,BRL,0.8506,2023-06-11,2023-08-11,2023-09-05,Fully Received,CIF,Hamburg,12071.47,Maria Santos,Approved,,2026-06-24 00:14:16.766567,86.0,61.0,1.0,1.0
PO000687,SUP0038,PRD0021,4970.0,4970.0,140.12,696396.4,JPY,1.107,2024-04-28,2024-05-19,2024-06-06,Fully Received,EXW,Shanghai,18301.12,James Chen,Approved,Force majeure clause active,2026-06-24 00:14:16.766567,39.0,21.0,1.0,1.0
PO000689,SUP0031,PRD0010,4606.0,4606.0,2468.39,11369404.34,NOK,1.2576,2023-01-12,2023-03-28,2023-04-08,Fully Received,EXW,Hamburg,25240.01,James Chen,Approved,,2026-06-24 00:14:16.766567,86.0,75.0,1.0,1.0
PO000690,SUP0022,PRD0016,4114.0,0.0,2752.44,11323538.16,CAD,1.1312,2023-05-18,2023-07-13,,Open,DAP,<Na>,20167.55,David Park,Approved,,2026-06-24 00:14:16.766567,,56.0,,0.0
PO000691,SUP0010,PRD0011,3792.0,,1535.85,5823943.2,BRL,1.0,2024-07-21,2024-08-15,2024-08-13,Fully Received,CIF,<Na>,24141.57,Robert Kleinman,Approved,,2026-06-24 00:14:16.766567,23.0,25.0,0.0,
PO000692,SUP0015,PRD0003,3173.0,3173.0,1623.96,5152825.08,EUR,0.848,,2023-12-06,2023-12-08,Fully Received,DDP,Rotterdam,15167.26,,Approved,,2026-06-24 00:14:16.766567,,,1.0,1.0
PO000693,SUP0017,PRD0022,3076.0,,2133.22,6561784.72,SEK,0.9438,,2024-12-07,2024-12-07,Fully Received,DAP,Hamburg,19135.06,David Park,Approved,Expedited shipping requested,2026-06-24 00:14:16.766567,,,0.0,
PO000694,SUP0016,PRD0040,541.0,541.0,2397.44,1297015.04,BRL,,2023-07-14,2023-08-04,2023-08-08,Fully Received,EXW,Yokohama,2209.45,James Chen,Approved,,2026-06-24 00:14:16.766567,25.0,21.0,1.0,1.0
PO000695,SUP0024,PRD0005,1932.0,1932.0,1805.07,3487395.24,NOK,0.8039,,2022-12-22,2022-12-31,Fully Received,<NA>,Port Of La,2208.19,Priya Patel,Approved,,2026-06-24 00:14:16.766567,,,1.0,1.0
PO000696,SUP0003,PRD0004,2809.0,2809.0,1402.72,3940240.48,JPY,0.843,2022-12-21,2023-01-13,2023-01-17,Fully Received,EXW,<Na>,12865.65,James Chen,Approved,,2026-06-24 00:14:16.766567,27.0,23.0,1.0,1.0
PO000697,SUP0008,PRD0005,892.0,570.0,1289.49,1150225.08,CAD,1.0,2022-02-03,2022-04-13,2022-04-17,Partially Received,CIF,<Na>,,Luca Ferretti,Approved,,2026-06-24 00:14:16.766567,73.0,69.0,1.0,0.639
PO000698,SUP0020,PRD0029,468.0,0.0,1434.04,671130.72,SEK,1.0,2024-06-17,2024-08-04,,Open,FOB,Rotterdam,2839.82,Anna Kowalski,Approved,,2026-06-24 00:14:16.766567,,48.0,,0.0
PO000699,SUP0020,PRD0017,502.0,502.0,2059.75,1033994.5,NOK,1.1675,2024-12-27,,2024-12-30,Fully Received,EXW,Shanghai,3388.28,Robert Kleinman,Pending,Expedited shipping requested,2026-06-24 00:14:16.766567,3.0,,0.0,1.0
PO000700,SUP0021,PRD0004,452.0,0.0,1176.76,531895.52,BRL,1.2854,2023-05-11,2023-11-18,,Open,FOB,Yokohama,1262.64,David Park,Approved,,2026-06-24 00:14:16.766567,,191.0,,0.0
PO000701,SUP0016,PRD0005,3535.0,3535.0,1147.71,4057154.85,EUR,1.0,2022-12-05,2022-08-08,2022-09-02,Fully Received,DAP,Port Of Ny,21109.13,Priya Patel,Approved,,2026-06-24 00:14:16.766567,-94.0,-119.0,1.0,1.0
PO000702,SUP0011,PRD0024,4317.0,4317.0,2344.53,10121336.01,USD,1.122,2022-03-07,2022-06-05,2022-06-15,Fully Received,FOB,Yokohama,9151.31,,Approved,Price renegotiated Q4,2026-06-24 00:14:16.766567,100.0,90.0,1.0,1.0
PO000703,SUP0009,PRD0036,568.0,147.0,,1195196.96,SEK,1.2042,2024-01-12,2024-03-20,2024-03-29,Partially Received,CIF,Rotterdam,1555.38,Anna Kowalski,Approved,,2026-06-24 00:14:16.766567,77.0,68.0,1.0,0.2588
PO000704,SUP0027,PRD0013,903.0,,94.91,85703.73,NOK,1.0,2023-01-22,2023-02-14,2023-02-14,Fully Received,DAP,Santos,,Robert Kleinman,Pending,Expedited shipping requested,2026-06-24 00:14:16.766567,23.0,23.0,0.0,
PO000705,SUP0032,PRD0023,786.0,563.0,2337.32,1837133.52,USD,1.2077,2024-01-13,2024-04-02,2024-04-14,Partially Received,DDP,Port Of La,6033.58,Luca Ferretti,Approved,,2026-06-24 00:14:16.766567,92.0,80.0,1.0,0.7163
PO000706,SUP0004,PRD0001,1534.0,1534.0,2609.35,4002742.9,EUR,1.0341,2024-11-16,2025-01-23,2025-02-21,Fully Received,FOB,Port Of Ny,2378.34,James Chen,Pending,,2026-06-24 00:14:16.766567,97.0,68.0,1.0,1.0
PO000707,SUP0033,PRD0037,2832.0,2832.0,1613.6,4569715.2,EUR,1.0,2024-09-16,2024-12-11,2024-12-30,Fully Received,DAP,Port Of La,17094.79,Luca Ferretti,Approved,,2026-06-24 00:14:16.766567,105.0,86.0,1.0,1.0
PO000708,SUP0014,PRD0004,4021.0,4021.0,971.19,3905154.99,JPY,1.0,2024-12-22,2025-02-18,2025-03-14,Fully Received,DAP,<Na>,15114.77,David Park,Approved,Price renegotiated Q4,2026-06-24 00:14:16.766567,82.0,58.0,1.0,1.0
PO000709,SUP0036,PRD0038,3884.0,3884.0,1369.19,5317933.96,EUR,1.1326,,2024-08-16,2024-09-12,Fully Received,EXW,Santos,20031.56,David Park,Approved,,2026-06-24 00:14:16.766567,,,1.0,1.0
PO000710,SUP0037,PRD0015,3033.0,,660.01,2001810.33,EUR,0.8397,,,2023-06-24,Fully Received,FCA,Port Of Ny,5527.69,James Chen,Approved,,2026-06-24 00:14:16.766567,,,0.0,
PO000711,SUP0035,PRD0024,2513.0,0.0,1648.91,4143710.83,USD,1.0,2023-01-29,2023-03-04,,Open,CIF,Port Of La,6834.29,Robert Kleinman,Approved,,2026-06-24 00:14:16.766567,,34.0,,0.0
PO000712,SUP0014,PRD0013,889.0,889.0,,211075.27,USD,1.0,2023-02-18,,2023-03-24,Fully Received,DAP,Rotterdam,5963.5,,Approved,TBD,2026-06-24 00:14:16.766567,34.0,,0.0,1.0
PO000713,SUP0019,PRD0034,2334.0,2334.0,1053.05,2457818.7,NOK,1.0,,2022-09-29,2022-10-16,Fully Received,DDP,Santos,2013.53,Robert Kleinman,Approved,Expedited shipping requested,2026-06-24 00:14:16.766567,,,1.0,1.0
PO000714,SUP0007,PRD0005,2335.0,2335.0,1615.0,3771025.0,USD,1.1061,2022-09-21,2022-12-17,2022-12-17,Fully Received,DDP,Shanghai,14914.96,Maria Santos,Approved,,2026-06-24 00:14:16.766567,87.0,87.0,0.0,1.0
PO000715,SUP0003,PRD0002,2030.0,1638.0,835.55,1696166.5,SEK,1.0,,2024-04-15,2024-04-15,Partially Received,FCA,Hamburg,5189.92,David Park,Approved,,2026-06-24 00:14:16.766567,,,0.0,0.8069
PO000716,SUP0017,PRD0007,0.0,0.0,682.79,0.0,USD,0.8322,,2022-10-12,2022-10-07,Fully Received,FOB,Port Of Ny,0.0,Anna Kowalski,Approved,Price renegotiated Q4,2026-06-24 00:14:16.766567,,,0.0,
PO000717,SUP0034,PRD0037,3338.0,,,8889260.9,NOK,0.8203,2024-09-07,2024-07-18,2024-07-23,Partially Received,DAP,Vancouver,2668.31,Priya Patel,Approved,Force majeure clause active,2026-06-24 00:14:16.766567,-46.0,-51.0,1.0,
PO000718,SUP0036,PRD0019,1902.0,0.0,1222.82,2325803.64,BRL,1.0115,2022-11-23,2022-12-02,,Cancelled,CIF,Shanghai,5260.83,Maria Santos,Approved,,2026-06-24 00:14:16.766567,,9.0,,0.0
PO000719,SUP0028,PRD0039,1309.0,1309.0,,1736768.11,EUR,1.0,2023-09-17,2023-09-24,2023-09-16,Fully Received,FOB,Vancouver,1074.79,James Chen,Approved,,2026-06-24 00:14:16.766567,-1.0,7.0,0.0,1.0
PO000720,SUP0020,PRD0016,4035.0,4035.0,2164.49,8733717.15,EUR,1.0,2022-04-23,2022-06-07,2022-07-19,Fully Received,<NA>,Rotterdam,27010.92,David Park,Approved,,2026-06-24 00:14:16.766567,87.0,45.0,1.0,1.0
