OrderID,CustomerID,ProductID,Division,OrderedQty,UnitPrice_USD,LineTotal_USD,DiscountPct,OrderDate,RequestedDeliveryDate,Status,SalesChannel,SalesRepID,POReference,SpecialInstructions,IsRush,SourceSystem
SO0002771,CUST00021,PRD0010,Lindenmeyr Publications,1999,"$1,823.27",3644716.73,13.9,2024-08-14,2024-09-03,Delivered,Inside Sales,REP005,CUST-PO-90173,,TRUE,CRM
SO0002772,CUST00068,PRD0020,NORTH AMERICAN DISTRIBUTION,0,2489.75,0.0,8.7,2024-01-17,28/01/2024,Partially Shipped,Direct Sales,REP011,CUST-PO-77028,Fragile - handle with care,0,CRM
SO0002773,CUST00023,PRD0004,Lindenmeyr Publications,1887,2690.46 USD,5076898.02,11.3,2023-11-19,2023-11-29,Delivered,Inside Sales,REP037,,,0,SQL_Server_Sales
SO0002774,CUST00019,PRD0037,North American Distribution,1111,1297.84,1441900.24,15.6,2022-12-06,2022/12/26,Delivered,Inside Sales,REP003,CUST-PO-44928,Deliver to dock B,0,SQL_Server_Sales
SO0002775,CUST00004,PRD0023,North American Distribution,85,3120.06,265205.1 USD,11.2,05/26/23,2023-06-16,Partially Shipped,Inside Sales,REP035,CUST-PO-61021,,No,SQL_Server_Sales
SO0002776,CUST00049,PRD0016,central national,882,1624.85,1433117.7,20.0,2023-10-30,2023-11-11,Delivered,Agent,,CUST-PO-83326,,0,CRM
SO0002777,CUST00068,PRD0003,North American Distribution,1134,2836.54,3216636.36,1.4,2023-03-07,2023-04-04,Delivered,Direct Sales,REP036,CUST-PO-64273,,0,SQL_Server_Sales
SO0002778,CUST00037,PRD0016,CENTRAL NATIONAL,43,1013.33,43573.19,10.0,2023-07-05,2023-07-10,Cancelled,Agent,REP030,CUST-PO-60740,,0,Web Portal
 SO0002779,CUST00032,PRD0028,Lindenmeyr Publications,1425,2903.67,4137729.75,17.6,2022-10-28,2022-11-15,Cancelled,Broker,REP029,,,0,SQL_Server_Sales
SO0002780,CUST00036,PRD0038,North American Distribution,1486,"$2,087.41",3101891.26,16.5,05 October 2022,10-18-2022,Delivered,Inside Sales,REP034,CUST-PO-19846,,No,Web Portal
SO0002781,CUST00014,PRD0036,Central National,1921,809.23,1554530.83,13.8,23 March 2022,2022-04-20,CANCELLED,Direct Sales,REP001,,Deliver to dock B,0,Web Portal
SO0002782,   CUST00003,PRD0014,Central National,1648,1496.86,2466825.28,17.6,07-03-2022,07-14-2022,Delivered,Agent,REP014,CUST-PO-28117,,0,EDI
SO0002783,CUST00043,PRD0032,central national,1071,1183.6,1267635.6 USD,5.9,2023-12-14,2024-01-01,On Hold,Broker,REP036,CUST-PO-73649,,0,Web Portal
SO0002784,CUST00055,PRD0002,Central National,0,2681.21,0.0,15.6,2023-05-06,2023-05-15,Delivered,agent,REP031,CUST-PO-87456,,TRUE,CRM
SO0002785,CUST00053,PRD0027,,1535,1802.42,2766714.7,0.1,2024-06-29,2024-07-04,Delivered,Inside Sales,REP011,CUST-PO-11710,Fragile - handle with care,0,SQL_Server_Sales
SO0002786,CUST00060,PRD0019,North American Distribution,964,1132.95,1092163.8,19.9,15 January 2024,2024-02-09,Delivered,INSIDE SALES,REP020,CUST-PO-98257,Deliver to dock B,0,CRM
SO0002787,CUST00068,PRD0026,Central National,1717,1173.73,2015294.41,7.8,2022-03-16,2022-04-06,Processing,Inside Sales,REP030,CUST-PO-57510,Fragile - handle with care,0,Web Portal
SO0002788,CUST00033,PRD0034,Lindenmeyr Publications,1203,2348.81,"$2,825,618.43",1.9,2023-10-26,21 November 2023,Deliverd,E-Commerce,REP040,CUST-PO-72201,,TRUE,EDI
SO0002789,CUST00045,PRD0016,north american distribution,896,2416.93,2165569.28,16.8,2023-10-08,2023-10-16,Delivered,Agent,REP009,CUST-PO-19894,N/A,0,Web Portal
SO0002790,CUST00067,PRD0002,Central National,855,1769.67,1513067.85,7.1,25/12/2022,2023-01-02,Delivered,E-Commerce,REP001,CUST-PO-81293,,0,
SO0002791,CUST00070,PRD0020,North American Distribution,788,2813.33,2216904.04,15.3,2023-01-22,2023-01-26,Delivered,Broker,REP003,,,0,Web Portal
SO0002792,CUST00061,PRD0031,lindenmeyr publications,1033,1153.65,1191720.45,17.7,08-03-2023,2023-08-25,shipped,AGENT,REP002,CUST-PO-46080,Deliver to dock B,0,Web Portal
SO0002793,CUST00028,PRD0029,Central National,73,2574.26,"$187,920.98",19.1,11-Jul-2024,2024-07-31,shipped,Inside Sales,REP008,CUST-PO-91264,Call before delivery,0,EDI
SO0002794,CUST00062,PRD0023,,-704,2279.83,1605000.32,10.9,2023-05-21,2023-05-16,Delivered,E-Commerce,REP004,CUST-PO-57130,Deliver to dock B,Yes,SQL_Server_Sales
SO0002795,CUST00010,PRD0008,CENTRAL NATIONAL,1177,2688.66,3164552.82,2.1,2024-05-29,06-03-2024,Shipped,Agent,REP018,CUST-PO-78050,Fragile - handle with care,1,EDI
SO0002796,CUST00008,PRD0022,Lindenmeyr Publications,657,1202.3,789911.1,1.4,21/03/2022,2022/04/13,Delivered,E-Commerce,REP015,CUST-PO-89698,,1,EDI
SO0002797,CUST00057,PRD0021,North American Distribution,0,301.88,0.0,7.7,2024-10-23,11/20/24,Delivered,Direct Sales,REP005,CUST-PO-23751,,0,Web Portal
SO0002798,CUST00064,PRD0031,North American Distribution,467,2356.75,1100602.25,3.5,2024-11-14,2024-12-12,Delivered,Direct Sales,REP036,CUST-PO-26656,,0,SQL_Server_Sales
SO0002799,CUST00024,PRD0027,Lindenmeyr Publications,1578,170.93,269727.54,13.2,2024-01-02,2024-01-06,Shipped,Broker,REP010,CUST-PO-23639,Requires lift gate,0,CRM
SO0002800,CUST00064,PRD0040,Central National,1015,3187.72,3235535.8,2.7,2023-11-23,12-Dec-2023, Delivered,Broker,REP025,CUST-PO-55062,,0,SQL_Server_Sales
SO0002801,CUST00006,PRD0033,Lindenmeyr Publications,1361,2136.01,2907109.61,13.2,23-Oct-2023,2023-11-14,Delivered,Broker,REP013,,,No,EDI
SO0002802,CUST00028,PRD0033,Central National,843,2757.77,2324800.11,12.1,2024-11-07,2024-11-12,Processing,Inside Sales,REP022,CUST-PO-40134,,1,SQL_Server_Sales
  SO0002803 ,CUST00053,PRD0022,Lindenmeyr Publications,270,102.01,27542.7,3.9,2022-05-26,2022-06-13,Delivered,Inside Sales,REP020,CUST-PO-39474,,0,Web Portal
SO0002804,CUST00035,PRD0013,North American Distribution,467,2509.89,1172118.63,11.7,2024-09-27,2024-10-01,Cancelled,Inside Sales,,CUST-PO-96606,,0,SQL_Server_Sales
SO0002805,CUST00009,PRD0015,,360,2579.39,928580.4 USD,11.2,2024-10-25,2024-10-18,Delivered,Inside Sales,REP014,CUST-PO-17914,,0,CRM
SO0002806,CUST00018,PRD0013,Central National,693,0.0 USD,0.0,4.5,15/05/2023,2023/05/27,Delivered,Inside Sales,REP018,CUST-PO-54869,,0,SQL_Server_Sales
SO0002807,CUST00066,PRD0038,Central National,1083,2543.69,2754816.27,1.0,2023-01-23,02/08/23,Shipped,Agent,REP012,,,Yes,EDI
SO0002808,CUST00003,PRD0036,Central National,440,513.29,225847.6,4.8,21 July 2022,2022-08-12,Delivered,E-Commerce,REP032,CUST-PO-33219,Call before delivery,1,CRM
SO0002809,CUST99903,PRD0010,Lindenmeyr Publications,707,1164.19,823082.33,5.1,2022-08-08,08/22/22,   Delivered ,E-COMMERCE,REP007,CUST-PO-83061,,0,EDI
SO0002810,CUST00070,PRD0020,Central National,1198,2431.07,2912421.86,17.9,2023-02-03,03/04/23,Processing,Inside Sales,REP038,CUST-PO-66909,,0,Web Portal
SO0002811,CUST00019,PRD0013,NORTH AMERICAN DISTRIBUTION,1755,42.16,73990.8,9.7,2022/03/27,2022/04/25,  Delivered ,Broker,REP030,CUST-PO-62992,,0,SQL_Server_Sales
SO0002812,CUST00002,PRD0007,Lindenmeyr Publications,971,1950.79,1894217.09,15.4,2022-06-15,2022-07-07,Delivered,broker,REP003,CUST-PO-74556,,0,SQL_Server_Sales
SO0002813,CUST00063,PRD0036,Central National,744,1210.21,900396.24,10.8,04/21/24,2024-05-08,Delivered,Agent,REP022,CUST-PO-18706,TBC,0,EDI
SO0002814,CUST00017,PRD0010,Lindenmeyr Publications,1533,1117.96,1713832.68,1.9,2022-01-30,04-Feb-2022,Cancelled,Inside Sales,REP015,CUST-PO-98153,Requires lift gate,TRUE,Web Portal
SO0002815,CUST00039,PRD0040,North American Distribution,163,1296.52,211332.76,6.2,2022-06-10,2022-06-14,Delivered,E-Commerce,REP012,CUST-PO-99409,Requires lift gate,0,CRM
SO0002816,CUST00056,PRD0038,CENTRAL NATIONAL,52,2642.42,137405.84,5.3,2024-11-11,2024-11-17,Delivered,Agent,REP036,CUST-PO-14408,,0,CRM
SO0002817,CUST00034,PRD0015,,1228,2611.95,3207474.6,9.5,06/26/22,2022-07-16,Delivered,e-commerce,REP028,CUST-PO-48094,Fragile - handle with care,Yes,EDI
SO0002818,CUST00010,PRD0024,Lindenmeyr Publications,44,1888.29,83084.76,17.5,2024-09-03,2024-09-22,Delivered,Agent,REP034,CUST-PO-61146,,0,EDI
SO0002819,CUST00053,PRD0015,Lindenmeyr Publications,8,1286.54,10292.32,6.4,2024/08/07,2024-08-14,Delivered,,REP021,,Requires lift gate,1,SQL_Server_Sales
SO0002820,CUST00032,PRD0033,Central National,1891,1579.52,2986872.32,7.7,09/24/22,2022-09-27,  Confirmed,E-Commerce,REP036,CUST-PO-87289,,1,EDI
SO0002821,CUST00026,PRD0022,Central National,1755,101.09,177412.95,9.2,2022-10-21,2022-11-12,Delivered,Direct Sales,REP015,CUST-PO-28205,,0,Web Portal
SO0002822,CUST00058,PRD0017,Central National,937,1248.21,1169572.77,8.2,2022-08-18,2022-08-26,On Hold,Broker,REP019,CUST-PO-32018,,0,Web Portal
SO0002823,CUST00043,PRD0031,NORTH AMERICAN DISTRIBUTION,394,1450.62 USD,571544.28,4.0,2024-04-27,2024-05-25,   Delivered,Inside Sales,REP005,CUST-PO-23966,Fragile - handle with care,0,EDI
SO0002824,CUST00068,PRD0030,Lindenmeyr Publications,1784,1957.99,3493054.16,0.7,2023-04-16,2023-05-06,Delivered,Direct Sales,REP011,CUST-PO-41903,,0,Web Portal
SO0002825,CUST00064,PRD0017,North American Distribution,239,1411.89,337441.71,0.7,09-Jan-2023,2023-01-31,   Delivered ,Broker,REP040,CUST-PO-76387,,0,SQL_Server_Sales
SO0002826,  CUST99664  ,PRD0023,North American Distribution,1163,870.25,1012100.75,3.8,2023-02-25,02/03/2023,confirmed,Inside Sales,REP030,CUST-PO-19786,Call before delivery,No,CRM
SO0002827,CUST00008,PRD0006,Central National,1434,3053.42,4378604.28,13.5,09-Jun-2022,06/28/22,On Hold,E-Commerce,REP012,CUST-PO-51408,,Yes,CRM
SO0002828,CUST00032,PRD0029,Central National,89,993.13,88388.57,1.9,2022-06-11,2022-06-15,Shipped,Inside Sales,REP010,CUST-PO-65844,,0,SQL_Server_Sales
SO0002829,CUST00049,PRD0006,North American Distribution,1383,2911.4,4026466.2,4.1,2023-02-20,2023-02-28,Delivered,E-Commerce,REP002,CUST-PO-90417,TBC,0,SQL_Server_Sales
SO0002830,CUST00063,PRD0029,Central National,1417,803.83,1139027.11,0.9,2023-12-22,01/19/24,Delivered,Broker,REP028,CUST-PO-45707,Deliver to dock B,0,EDI
SO0002831,CUST00048,PRD0038,North American Distribution,1642,590.35,969354.7,18.3,2022/06/05,2022-06-12,Delivered,Broker,REP007,CUST-PO-56119,,0,SQL_Server_Sales
SO0002832,CUST00044,PRD0013,LINDENMEYR PUBLICATIONS,224,2025.56 USD,453725.44,10.6,2024-04-27,2024-05-27,delivered,Broker,,CUST-PO-15524,,0,SQL_Server_Sales
SO0002833,CUST00034,PRD0020,NORTH AMERICAN DISTRIBUTION,1702,1420.38,2417486.76,6.8,2023-12-12,22/12/2023,DELIVERED,Direct Sales,REP028,CUST-PO-82282,,0,Web Portal
SO0002834,CUST00006,PRD0024,central national,715,1525.9,1091018.5,5.2,2023-04-09,2023-05-06,Delivered,Broker,,CUST-PO-67708,Requires lift gate,Yes,EDI
SO0002835,CUST00045,PRD0012,Lindenmeyr Publications,990,270.23,267527.7,7.9,2023/09/10,02-Oct-2023,Delivered,Direct Sales,REP038,CUST-PO-49018,,0,Web Portal
SO0002836,CUST00040,PRD0026,central national,603,219.48 USD,132346.44,5.7,2023-12-31,2024-01-05,  Processing ,Agent,,CUST-PO-45795,Fragile - handle with care,0,CRM
SO0002837,CUST00055,PRD0011,,39,2262.03,88219.17,5.5,2022-07-22,2022-08-13,Shipped,Direct Sales,,CUST-PO-63722,Fragile - handle with care,0,CRM
SO0002838,CUST00024,PRD0023,Central National,385,621.2,239162.0,10.2,2022-02-01,2022-02-22,Delivered,Broker,REP034,CUST-PO-79488,,0,CRM
SO0002839,CUST00003,PRD0031,Central National,536,3067.31,1644078.16,1.7,2023-02-03,2023-02-09,DELIVERED,AGENT,REP037,CUST-PO-80831,,0,SQL_Server_Sales
 SO0002840  ,CUST00022,,Central National,441,2445.75,1078575.75,4.5,24-Jun-2024,2024/06/27,Delivered,E-Commerce,REP032,CUST-PO-36479,,0,SQL_Server_Sales
SO0002841,CUST99776,PRD0037,Lindenmeyr Publications,1314,579.57,761554.98,2.9,2024-01-12,2024-01-15,Delivered,Agent,REP009,CUST-PO-87586,N/A,0,CRM
SO0002842,CUST00049,PRD0004,CENTRAL NATIONAL,1514,1459.89,2210273.46,15.6,17-Dec-2022,2022-12-30,Delivered,E-Commerce,REP004,CUST-PO-13265,,0,EDI
SO0002843,CUST00016,PRD0040,Central National,192,989.19,189924.48,1.4,2022-03-22,2022-04-01,Processing,Agent,REP015,CUST-PO-13702,,1,SQL_Server_Sales
SO0002844,CUST00045,PRD0016,North American Distribution,838,993.17,832276.46,18.7,19-Apr-2024,10 May 2024,Delivered,Agent,REP029,CUST-PO-12915,,Yes,CRM
SO0002845,CUST00007,PRD0029,North American Distribution,247,1155.86,285497.42,15.0,2022-10-30,2022-11-02,shipped,E-Commerce,REP031,,Requires lift gate,0,Web Portal
SO0002846,CUST00051,PRD0039,North American Distribution,1231,3168.57,3900509.67,17.0,2022-08-11,08-31-2022,confirmed,Direct Sales,REP029,CUST-PO-83698,,0,SQL_Server_Sales
SO0002847,CUST00001,PRD0025,Central National,413,2053.77,848207.01,2.1,2024-03-04,10-Mar-2024,Cancelled,Inside Sales,REP030,CUST-PO-17770,,1,SQL_Server_Sales
SO0002848,CUST00038,PRD0013,North American Distribution,475,963.74,457776.5,,2023-03-07,2023-03-15,Delivered,Inside Sales,REP008,,,0,EDI
SO0002849,CUST00059,PRD0032,North American Distribution,505,926.06,467660.3,13.8,2024-01-14,2024-01-28,Processing,E-Commerce,REP021,CUST-PO-43560,,0,Web Portal
SO0002850,CUST00066,PRD0011,CENTRAL NATIONAL,34,1767.07,60080.38,14.5,07/05/22,07-13-2022,Delivered,BROKER,REP015,CUST-PO-47230,,0,CRM
SO0002851,CUST00068,PRD0012,North American Distribution,1924,530.22,1020143.28,5.9,2022-11-23,2022-12-23,Delivered,Direct Sales,REP033,CUST-PO-69016,,0,CRM
SO0002852,CUST00035,PRD0009,lindenmeyr publications,454,158.41,71918.14,2.3,2022-01-05,2022-01-19,Delivered,,REP015,CUST-PO-68184,Deliver to dock B,No,CRM
SO0002853,CUST00047,PRD0005,North American Distribution,768,1079.26,828871.68,9.7,2022-11-23,2022-12-17,CANCELLED,Broker,REP009,,,1,EDI
SO0002854,CUST00058,PRD0029,Lindenmeyr Publications,706,671.16,473838.96,9.4,2022-11-17,2022-12-11,Confirmed,E-Commerce,REP006,,,0,SQL_Server_Sales
SO0002855,CUST00065,PRD0003,Lindenmeyr Publications,663,628.44,416655.72,8.0,2023-11-26,12-02-2023,Partially Shipped,,REP017,CUST-PO-11409,,0,Web Portal
SO0002856,CUST00058,PRD0001,North American Distribution,186,1170.83,217774.38,12.1,2024-11-20,14-Dec-2024,Delivered,Broker,REP005,CUST-PO-63417,TBC,Yes,CRM
SO0002857,CUST00011,PRD0017,Lindenmeyr Publications,-583,0.0,0.0,13.5,2024-08-22,2024-09-05,Delivered,Direct Sales,,,,0,SQL_Server_Sales
SO0002858,CUST00007,PRD0028,Lindenmeyr Publications,1339,2553.24,3418788.36,6.8,2024-05-28,2024-05-14,Delivered,Agent,REP014,,,0,Web Portal
SO0002859,CUST00032,PRD0039,Lindenmeyr Publications,1875,2621.61,4915518.75,13.3,27/11/2023,15-Dec-2023,Delivered,Agent,REP003,CUST-PO-21546,,0,EDI
SO0002860,CUST00024,PRD0001,North American Distribution,1240,53.24 USD,66017.6,7.2,05/08/2024,2024-08-12,Shipped,Agent,REP002,CUST-PO-79383,,1,Web Portal
SO0002861,CUST00022,PRD0014,Lindenmeyr Publications,1381,321.08,443411.48,,2023-03-04,2023-03-12,Delivered,Agent,REP019,CUST-PO-68005,,No,CRM
SO0002862,CUST00062,PRD0004,Lindenmeyr Publications,411,"$1,137.54",467528.94,1.6,16/02/2024,2024-03-07,Delivered,DIRECT SALES,,CUST-PO-97230,,TRUE,SQL_Server_Sales
SO0002863,CUST99308,PRD0011,Central National,1468,1770.05,2598433.4,15.1,2024-09-14,19/09/2024,shipped,Broker,,CUST-PO-44389,,0,EDI
SO0002864,CUST00034,PRD0013,Lindenmeyr Publications,1439,2571.54,3700446.06,8.4,2023-08-22,2023-09-07,Confirmed,E-Commerce,REP024,CUST-PO-82099,Fragile - handle with care,No,Web Portal
SO0002865,CUST00003,PRD0009,North American Distribution,1549,1853.28,2870730.72,14.9,2023-10-22,17 November 2023,Delivered,E-Commerce,REP032,,,0,Web Portal
SO0002866,  CUST00008  ,PRD0007,central national,759,2303.75,1748546.25,15.8,2022-01-03,2022-01-14,Shipped,Inside Sales,REP004,CUST-PO-29148,,0,CRM
SO0002867,CUST00022,PRD0036,Lindenmeyr Publications,1336,2132.29,2848739.44,,2024-08-15,09/09/24,Delivered,Broker,REP038,CUST-PO-19711,Requires lift gate,0,CRM
SO0002868,CUST00008,,Central National,654,"$2,700.73",1766277.42,0.3,2024-04-11,20/04/2024,Delivered,Direct Sales,,CUST-PO-67825,,0,EDI
SO0002869,CUST00025,PRD0017,central national,966,337.82,326334.12,13.4,2024/06/07,03 July 2024,  Delivered  ,E-Commerce,REP005,CUST-PO-11727,,No,EDI
SO0002870,CUST00067,PRD0001,North American Distribution,339,1315.08,445812.12,5.6,2024-07-01,2024-07-04,Delivered,Agent,REP040,CUST-PO-28580,,No,EDI
SO0002871,CUST00053,PRD0019,Central National,1252,$55.69,69723.88,0.8,2024-09-27,10-04-2024,CANCELLED,Agent,REP001,CUST-PO-56627,Call before delivery,0,Web Portal
SO0002872,CUST00026,PRD0010,Central National,328,2097.26,687901.28,13.8,2022-05-13,06-03-2022,DELIVERED,E-Commerce,REP025,CUST-PO-84837,,0,CRM
SO0002873,CUST00024,PRD0015,Central National,1183,2183.33,2582879.39,15.5,2024-04-06,2024-04-23,Shipped,Agent,REP039,CUST-PO-28740,,TRUE,EDI
SO0002874,CUST00032,,Central National,400,1741.17,696468.0,7.5,2022-09-29,2022-10-08,Delivered,AGENT,REP034,CUST-PO-51395,,0,CRM
  SO0002875  ,CUST00057,PRD0028,Central National,-595,3163.44,1882246.8,0.9,2022-09-03,2022-09-21,   Delivered  ,Broker,REP010,CUST-PO-74692,,0,EDI
SO0002876,CUST00069,PRD0012,north american distribution,1809,2588.27,4682180.43,5.8,2024-07-05,01 August 2024,Cancelled,Broker,REP027,CUST-PO-42604,,0,SQL_Server_Sales
SO0002877,CUST00042,PRD0025,North American Distribution,822,117.35,96461.7,6.8,2022-04-16,20 April 2022,Confirmed,Direct Sales,REP009,CUST-PO-77375,TBC,0,SQL_Server_Sales
SO0002878,CUST00065,PRD0018,Central National,1886,255.03,480986.58,3.0,06-Nov-2024,11-27-2024,Delivered,Broker,REP008,CUST-PO-78813,Fragile - handle with care,1,Web Portal
SO0002879,CUST00028,PRD0012,Central National,578,2719.3,1571755.4,5.6,2024/11/13,2024-11-26,Delivered,E-Commerce,REP020,,N/A,1,EDI
   SO0002880 ,CUST00024,PRD0013,Central National,1082,1163.34,1258733.88,11.0,21-Oct-2023,2023-11-18,  Delivered,Direct Sales,REP003,CUST-PO-46442,,0,Web Portal
SO0002881,CUST00053,PRD0022,North American Distribution,539,1114.5,600715.5,,2024-02-16,2024-02-20,Delivered,Agent,REP025,CUST-PO-37770,TBC,0,Web Portal
SO0002882,CUST00041,PRD0005,Central National,1269,2619.4,3324018.6,0.9,2023-09-05,2023-10-05,Delivered,Agent,REP007,CUST-PO-19341,Call before delivery,0,
SO0002883,CUST00054,PRD0030,Central National,66,2242.06,147975.96,5.6,2023-06-18,2023-07-01,Delivered,Direct Sales,REP026,CUST-PO-99794,,1,Web Portal
SO0002884,CUST00026,PRD0016,Lindenmeyr Publications,37,434.62,16080.94,10.5,2022-10-23,2022-11-07,Delivered,Direct Sales,REP023,CUST-PO-50441,,0,CRM
SO0002885,CUST00045,PRD0009,Lindenmeyr Publications,157,1321.96,207547.72,12.1,2024-01-21,2024-02-04,Delivered,Inside Sales,REP004,CUST-PO-94919,,0,SQL_Server_Sales
SO0002886,CUST00032,PRD0040,North American Distribution,349,0.0 USD,0.0,15.7,2022-08-23,2022-08-30,Processing,Inside Sales,REP008,CUST-PO-34720,,0,CRM
SO0002887,CUST00066,PRD0024,North American Distribution,1329,1882.32,2501603.28,17.6,2023-04-22,2023-05-10,Shipped,Agent,REP008,CUST-PO-50170,TBC,1,CRM
  SO0002888 ,   CUST00018  ,PRD0024,,395,1016.48,401509.6,,2024/05/01,2024-05-19,Delivered,,REP006,CUST-PO-66894,,0,CRM
  SO0002889,CUST00044,PRD0011,Central National,1624,0.0,0.0,3.8,10-17-2024,2024-11-01,Delivered,,REP036,CUST-PO-65839,,0,EDI
SO0002890,CUST00065,PRD0027,Lindenmeyr Publications,856,2319.92,"$1,985,851.52",6.1,2024/07/29,08-26-2024,Cancelled,Inside Sales,REP011,CUST-PO-14891,Requires lift gate,0,EDI
SO0002891,CUST00018,PRD0008,North American Distribution,215,1676.3,360404.5,18.0,2023-10-16,2023-10-26,Partially Shipped,DIRECT SALES,REP008,CUST-PO-27070,Call before delivery,0,CRM
SO0002892,CUST00003,PRD0029,Central National,458,789.12,"$361,416.96",0.5,2022-01-03,30-Jan-2022,Delivered,Direct Sales,REP026,CUST-PO-60941,,1,SQL_Server_Sales
SO0002893,CUST00061,PRD0033,Central National,1709,0.0,0.0,18.0,2024-05-13,2024-05-23,Shipped,INSIDE SALES,REP015,CUST-PO-51223,,1,
SO0002894,CUST00069,PRD0017,North American Distribution,1767,2992.41,5287588.47,,2024-04-14,05-06-2024,Delivered,Direct Sales,,CUST-PO-89597,Fragile - handle with care,0,CRM
SO0002895,CUST00018,PRD0014,North American Distribution,1295,1608.06,2082437.7,17.5,2022-02-11,2022-02-19,Delivered,Agent,REP006,CUST-PO-71534,,0,Web Portal
SO0002896,CUST00046,PRD0036,Central National,342,3114.68,1065220.56,11.4,2022-10-03,2022-10-07,Delivered,Broker,REP026,CUST-PO-44251,,0,Web Portal
SO0002897,CUST00069,PRD0024,Central National,1445,0.0,0.0,,02/19/23,26-Feb-2023,Delivered,direct sales,REP038,CUST-PO-41965,Fragile - handle with care,0,CRM
  SO0002898 ,CUST00009,PRD0007,North American Distribution,1552,520.53,807862.56,15.4,28-Nov-2022,2022-12-10,Delivered,Inside Sales,REP003,CUST-PO-61737,Deliver to dock B,0,SQL_Server_Sales
SO0002899,CUST00009,PRD0016,North American Distribution,416,1365.34,567981.44,8.6,2023-02-05,2023-03-02,Processing,Direct Sales,REP020,CUST-PO-56702,TBC,0,SQL_Server_Sales
SO0002900,CUST00020,PRD0023,Lindenmeyr Publications,770,2908.11,2239244.7,1.2,2023-05-10,2023-05-18,Delivered,Broker,REP033,CUST-PO-80047,,0,EDI
SO0002901,CUST00014,PRD0031,Central National,1204,2885.76,3474455.04,1.2,2023-10-10,2023-10-15,Delivered,Inside Sales,REP034,CUST-PO-69541,,Yes,SQL_Server_Sales
  SO0002902 ,CUST00004,PRD0006,North American Distribution,1695,2107.48,3572178.6,4.8,2024-01-06,2024-02-05,   Delivered  ,Broker,REP020,CUST-PO-41721,,0,EDI
SO0002903,CUST00021,PRD0036,Central National,922,2865.06,2641585.32,14.6,30/05/2022,2022-06-15,Delivered,Broker,REP012,,Deliver to dock B,Yes,SQL_Server_Sales
SO0002904,CUST00044,PRD0020,LINDENMEYR PUBLICATIONS,1364,1329.9,1813983.6,17.4,2024-08-29,2024-09-24,Delivered,Direct Sales,REP033,CUST-PO-55139,,0,CRM
SO0002905,CUST00026,PRD0004,Central National,761,118.7,90330.7,16.3,17-May-2022,2022-06-01,Delivered,E-Commerce,REP036,CUST-PO-95708,,0,CRM
  SO0002906  ,CUST00069,PRD0037,Central National,188,2552.31,479834.28,7.7,04-Sep-2023,2023-09-12,DELIVERED,E-Commerce,REP038,CUST-PO-90795,Call before delivery,0,CRM
SO0002907,CUST00057,PRD0002,Lindenmeyr Publications,1608,1286.63 USD,2068901.04,3.6,2023-09-20,2023-09-27,Shipped,Broker,REP009,CUST-PO-76628,,0,EDI
SO0002908,CUST00019,PRD0016,Lindenmeyr Publications,306,803.38,245834.28,12.7,2024-07-29,2024-08-04,shipped,Direct Sales,REP004,,,1,EDI
SO0002909,CUST00040,PRD0002,North American Distribution,146,699.9,102185.4,15.0,02/02/2022,2022-02-05,Partially Shipped,E-Commerce,REP027,CUST-PO-22753,Requires lift gate,1,EDI
SO0002910,CUST00054,PRD0015,Lindenmeyr Publications,1150,2304.3,2649945.0,6.8,2024/11/28,2024/12/13,Delivered,Agent,REP011,CUST-PO-27886,,1,Web Portal
SO0002911,CUST00038,PRD0016,central national,275,1490.16,409794.0,19.8,2024-06-24,2024-06-27,Delivered,Direct Sales,,,,0,SQL_Server_Sales
SO0002912,CUST00065,PRD0025,Central National,1656,1191.61,1973306.16,3.3,2024-04-27,2024-05-07,Delivered,Direct Sales,REP004,CUST-PO-62938,,No,SQL_Server_Sales
SO0002913,CUST00040,PRD0006,Lindenmeyr Publications,999,1505.84,1504334.16,8.3,11/18/24,2024-12-06,Delivered,Broker,REP013,CUST-PO-38394,,Yes,Web Portal
SO0002914,CUST00053,PRD0015,Central National,9,1571.45,14143.05,6.2,2024-08-25,2024-09-09,confirmed,Broker,REP012,CUST-PO-47177,,0,EDI
SO0002915,CUST00055,PRD0008,Central National,1786,0.0,0.0,8.3,2022-05-22,2022-06-02,  Delivered ,Inside Sales,REP034,,N/A,0,SQL_Server_Sales
SO0002916,CUST00007,PRD0013,Lindenmeyr Publications,1354,2627.65,3557838.1,14.8,20/10/2023,04/11/2023,Processing,Broker,REP025,CUST-PO-85306,Fragile - handle with care,No,SQL_Server_Sales
SO0002917,CUST00029,PRD0013,North American Distribution,1113,1675.1,1864386.3,1.5,2023-06-11,06-28-2023,Delivered,Inside Sales,REP015,,Fragile - handle with care,0,EDI
SO0002918,CUST00066,PRD0022,,404,2848.54,1150810.16,,2023-05-28,27-Jun-2023,Shipped,Agent,REP036,CUST-PO-85318,,0,Web Portal
SO0002919,CUST00067,PRD0021,North American Distribution,18,1162.55,20925.9,5.5,2023-05-03,2023-05-25,Delivered,Broker,REP032,CUST-PO-92735,TBC,0,EDI
SO0002920,CUST00055,PRD0027,North American Distribution,1529,871.39,1332355.31,3.8,2024-02-20,2024-03-17,Delivered,Direct Sales,,,Deliver to dock B,0,Web Portal
SO0002921,CUST00052,PRD0016,Lindenmeyr Publications,1291,1491.96,1926120.36,18.4,2023-04-23,2023-05-18,Delivered,Agent,REP040,CUST-PO-70549,Fragile - handle with care,0,SQL_Server_Sales
